Gene	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
1/2-SBSRNA4	36.42934074	43.8420156	53.26195154	49.08123344	58.14854823	40.09258549	32.20567593	52.15496809
A1BG	45.37689812	42.77269815	83.22179928	72.28327107	62.73922309	68.60286851	60.25578078	53.49227496
A1BG-AS1	163.6124777	189.2691893	183.0879584	168.6609658	163.73407	189.7715713	178.6895568	168.5006661
A1CF	0	1.069317454	0.832217993	0	0	0	0	0
A2LD1	93.3102412	86.61471375	114.846083	111.5482578	79.57169758	81.07611733	83.11142176	66.8653437
A2M	6.391112411	9.623857083	1.664435986	4.461930313	3.060449907	8.018517099	8.311142176	5.349227496
A2ML1	1.917333723	2.138634907	4.993307957	4.461930313	3.060449907	1.781892689	1.038892772	0
A2MP1	0	0	1.664435986	0.892386063	4.59067486	0	2.077785544	1.337306874
A4GALT	35.7902295	39.56474579	89.04732523	105.3015554	99.46462198	43.65637087	54.02242414	49.48035434
A4GNT	0	0	0	0	1.530224953	0	0	0
AA06	0	0	0	0	0	0	0	0
AAA1	0	0	0.832217993	0	0	0	0	0
AAAS	1462.28652	1457.479689	1458.878141	1541.15073	1277.737836	1489.662288	1443.02206	1499.121006
AACS	1013.630428	986.9800098	791.4393112	862.9373225	740.6288775	835.7076709	800.9863272	849.189865
AACSP1	0.639111241	1.069317454	2.496653979	0	1.530224953	0.890946344	1.038892772	4.011920622
AADAC	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0
AADACL4	0	0	0.832217993	0.892386063	0	0	0	0
AADAT	547.0792224	576.3621076	493.5052698	514.014372	549.3507583	505.1665772	541.2631342	556.3196596
AAGAB	2970.589049	2726.759507	2203.713245	2102.461563	2266.263156	2908.939814	2898.510834	2832.415959
AAK1	1476.346967	1479.935356	1555.415429	1429.602472	1499.620454	1492.335127	1676.772934	1481.736016
AAMP	3322.100231	3294.567075	2645.620999	2799.415078	2633.517145	3618.133104	3432.501719	3507.75593
AANAT	4.473778688	7.485222176	9.986615914	10.70863275	6.120899814	5.345678066	2.077785544	9.361148118
AARS	3559.849613	3553.341899	3979.666442	4087.128166	3784.24631	3521.910899	3468.862966	3565.260126
AARS2	2844.684134	2916.028696	1898.289242	1892.750839	1911.250967	2209.546934	2154.663609	2215.91749
AARSD1	1036.638433	959.177756	879.6544184	907.5566256	850.8050741	790.2694074	813.4530405	752.9037701
AASDH	816.7841662	819.0971695	815.573633	829.0266521	869.1677736	736.8126267	744.8861175	739.5307013
AASDHPPT	3529.172273	3404.706773	3218.186978	3054.637492	3406.280746	4116.172111	3887.536753	3867.49148
AASS	1051.337992	1070.386771	1137.641996	984.301827	1274.677386	911.4381102	884.097749	833.1421825
AATF	2937.994375	2861.493506	2313.56602	2211.332663	2264.732931	2859.937765	2770.727023	2687.986817
AATK	149.5520304	218.1407606	304.5917854	324.8285268	310.6356656	237.8826739	276.3454774	290.1955917
AATK-AS1	0.639111241	0	5.82552595	0	4.59067486	3.563785377	2.077785544	4.011920622
ABAT	242.2231604	248.0816493	525.1295535	486.3504041	454.4768112	356.3785377	359.4568991	401.1920622
ABCA1	49.85067681	68.43631704	177.2624325	154.3827888	162.2038451	69.49381485	94.53924225	89.59956056
ABCA10	19.17333723	21.38634907	16.64435986	12.49340488	12.24179963	16.0370342	35.32235425	30.7580581
ABCA11P	189.1769274	191.4078242	200.5645363	182.9391428	212.7012685	211.1542836	191.15627	184.5483486
ABCA12	3.195556206	6.415904722	1.664435986	3.56954425	9.181349721	4.454731721	10.38892772	8.023841244
ABCA13	8.947557376	10.69317454	0.832217993	1.784772125	3.060449907	2.672839033	3.116678316	5.349227496
ABCA17P	8.308446135	11.76249199	10.81883391	15.17056306	7.651124767	17.81892689	12.46671326	8.023841244
ABCA2	653.8107997	801.9880903	951.2251658	1085.141452	934.9674466	758.195339	788.519614	900.0075262
ABCA3	879.4170678	871.4937248	778.1238233	932.5434354	765.1124767	688.7015241	784.3640429	789.0110556
ABCA4	3.834667447	3.207952361	8.322179928	7.1390885	9.181349721	4.454731721	12.46671326	10.69845499
ABCA5	929.2677446	988.0493272	947.8962938	945.9292263	1077.278367	1119.028608	1194.726688	1116.65124
ABCA6	5.112889929	5.346587269	1.664435986	1.784772125	1.530224953	12.47324882	10.38892772	10.69845499
ABCA7	358.5414063	430.9349338	367.0081348	421.2062215	397.8584879	378.6521963	355.301328	389.1563003
ABCA8	26.84267213	26.73293634	43.27533563	49.9736195	39.78584879	44.54731721	47.78906751	65.52803682
ABCA9	7.669334893	8.55453963	5.82552595	3.56954425	1.530224953	14.25514151	27.01121207	21.39690998
ABCB1	545.8009999	588.1245995	744.8351036	704.0926034	785.0054011	855.3084905	814.4919333	795.69759
ABCB10	920.3201872	1086.426533	1480.515809	1530.442097	1700.079923	1764.073762	1700.667468	1685.006661
ABCB11	0.639111241	0	0.832217993	0.892386063	3.060449907	0.890946344	2.077785544	1.337306874
ABCB4	77.33246018	104.7931105	184.7523944	176.6924404	206.5803687	114.0411321	105.9670627	127.044153
ABCB5	0.639111241	3.207952361	5.82552595	3.56954425	3.060449907	2.672839033	8.311142176	6.68653437
ABCB6	204.5155972	248.0816493	264.6453217	286.4559261	240.2453177	237.8826739	234.7897665	251.4136923
ABCB7	1478.264301	1454.271737	1508.811221	1489.392338	1571.541027	1297.217877	1307.966	1309.22343
ABCB8	1133.144231	1125.991279	1031.950311	1044.984079	785.0054011	1051.316686	998.3759539	1071.182806
ABCB9	221.1324894	210.6555384	198.9001003	189.1858453	146.9015955	208.4814446	225.4397315	244.7271579
ABCC1	1859.1746	1954.712305	1810.906352	1827.606656	1752.107572	1748.036727	1791.051139	1849.495407
ABCC10	584.7867856	613.7882184	578.391505	581.8357128	509.5649095	577.3332311	570.3521318	585.7404108
ABCC11	18.53422599	13.9011269	10.81883391	10.70863275	19.8929244	16.92798054	14.54449881	10.69845499
ABCC12	1.917333723	0	0.832217993	0	0	0.890946344	1.038892772	0
ABCC13	0	0	0	0.892386063	0	0	0	0
ABCC2	120.7920246	113.3476501	71.57074738	66.92895469	70.39034786	109.5864003	93.50034948	101.6353224
ABCC3	2.556444964	1.069317454	2.496653979	0.892386063	3.060449907	1.781892689	3.116678316	2.674613748
ABCC4	633.3592399	676.8779482	646.6333804	628.239788	670.2385296	675.337329	707.4859777	722.1457119
ABCC5	2439.487607	2355.706351	1913.269166	1753.538613	1772.000496	2025.121041	1971.818481	1872.229624
ABCC6	78.61068266	86.61471375	96.53728717	102.6243972	113.2366466	63.25719044	70.6447085	90.93686743
ABCC6P1	23.00800468	20.31703162	30.79206574	35.6954425	32.13472402	16.0370342	19.73896267	21.39690998
ABCC6P2	3.195556206	6.415904722	10.81883391	8.031474563	12.24179963	4.454731721	4.155571088	6.68653437
ABCC8	41.54223067	52.39655523	64.08078545	58.89748013	81.10192253	65.03908313	41.55571088	73.55187807
ABCC9	1.278222482	5.346587269	4.993307957	8.031474563	1.530224953	0.890946344	5.19446386	4.011920622
ABCD1	263.3138313	250.2202842	201.3967543	263.2538885	166.7945199	227.1913178	259.723193	230.0167823
ABCD2	19.17333723	18.17839671	59.91969548	56.22032194	52.02764842	45.43826356	41.55571088	58.84150246
ABCD3	3220.481544	3086.050171	2663.097577	2626.292182	3280.8023	3184.242234	3211.217558	3050.39698
ABCD4	1222.619804	1215.813945	1134.313124	1158.317109	1065.036568	1216.14176	1178.104403	1315.909964
ABCE1	4903.261442	4577.748019	3640.121501	3527.602105	4157.621199	4246.250277	4360.232964	4003.896781
ABCF1	6876.197843	6631.906848	5123.133964	5172.269619	4743.697356	6346.21081	5998.566866	6118.178948
ABCF2	4556.863149	4289.032307	2723.849491	2641.462745	2587.610396	3829.287388	3717.158338	3563.922819
ABCF3	1262.244701	1123.852644	882.9832904	901.3099232	859.9864239	978.259086	897.603355	969.5474836
ABCG1	47.93334308	39.56474579	156.4569827	140.9969979	154.5527203	112.2592394	121.5504543	119.0203118
ABCG2	170.6427014	179.6453322	172.2691245	168.6609658	208.1105937	243.228352	278.4232629	251.4136923
ABCG4	98.42313113	118.6942374	147.3025847	177.5848264	165.264295	118.4958638	155.8339158	143.0918355
ABCG5	0.639111241	0	1.664435986	1.784772125	0	1.781892689	5.19446386	2.674613748
ABCG8	0	1.069317454	2.496653979	4.461930313	1.530224953	0.890946344	2.077785544	1.337306874
ABHD1	23.64711592	39.56474579	66.57743943	59.78986619	48.96719851	36.52880012	31.16678316	48.14304746
ABHD10	2345.538255	2351.429081	2012.303107	1962.356952	2336.653504	2167.672456	2192.063749	2019.33338
ABHD11	410.948528	413.8258546	481.8542179	557.7412891	495.7928849	549.7138944	504.9018872	546.9585115
ABHD11-AS1	1.278222482	2.138634907	1.664435986	0	0	1.781892689	0	8.023841244
ABHD12	1275.026926	1090.703803	880.4866364	907.5566256	849.2748492	926.5841981	883.0588562	895.9956056
ABHD12B	0	0	0	0	0	0	0	0
ABHD13	523.4321065	542.143949	720.7007818	680.8905657	742.1591024	570.2056603	577.6243812	498.815464
ABHD14A	116.3182459	81.26812648	104.8594671	121.3645045	74.98102272	110.4773467	89.34477839	112.3337774
ABHD14A-ACY1	0	0	0	0	0	0	0	0
ABHD14B	406.4747494	461.94514	636.6467645	752.2814507	567.7134577	367.0698938	360.4957919	397.1801416
ABHD15	449.9343137	477.9849018	476.8609099	511.3372138	483.5510853	468.6377771	429.0627148	447.9978028
ABHD16A	552.8312236	512.2030603	452.7265881	443.5158731	431.5234369	453.4916892	424.9071437	423.9262791
ABHD16B	0.639111241	2.138634907	1.664435986	0.892386063	0	1.781892689	2.077785544	1.337306874
ABHD2	2277.153352	2296.893891	2142.129114	2007.868641	2171.389209	1993.937918	1973.896267	1916.36075
ABHD3	683.849028	701.4722496	613.3446607	625.5626298	736.0382026	710.9751827	731.3805115	691.3876538
ABHD4	510.0107704	469.4303622	501.8274497	481.8884738	411.6305125	454.3826356	419.7126799	442.6485753
ABHD5	1180.438462	975.2175178	843.0368268	832.5961964	950.2696961	931.0389298	891.3699984	894.6582987
ABHD6	234.5538255	224.5566653	275.4641556	277.5320655	261.668467	237.8826739	218.1674821	227.3421686
ABHD8	506.8152142	500.4405683	494.3374877	598.791048	475.8999605	556.8414652	599.4411294	599.1134795
ABI1	1848.948821	1760.096529	1448.059308	1423.35577	1522.573829	1474.5162	1448.216524	1287.82652
ABI2	3442.892256	3662.412279	4009.62629	3930.068219	4114.7749	4223.085672	4284.393792	4300.778907
ABI3	4.473778688	0	2.496653979	3.56954425	3.060449907	1.781892689	1.038892772	2.674613748
ABI3BP	23.64711592	26.73293634	47.43642559	54.43554982	81.10192253	32.96501474	23.89453376	36.1072856
ABL1	3125.89308	2988.742283	2470.855221	2540.62312	2414.694977	2808.262877	2891.238584	2868.523245
ABL2	1416.27051	1523.777372	2406.774435	2117.632126	2351.955753	1341.765194	1435.749811	1452.315265
ABLIM1	2399.223599	2501.133524	2545.75484	2447.81497	2589.140621	3158.40479	3070.967034	3113.250403
ABLIM2	37.06845198	37.42611088	55.75860552	57.112708	33.66494898	40.98353184	37.40013979	34.76997872
ABLIM3	60.07645667	63.08972977	127.3293529	150.8132446	107.1157467	75.73043926	85.1892073	90.93686743
ABO	0.639111241	2.138634907	0.832217993	1.784772125	0	3.563785377	2.077785544	2.674613748
ABP1	1.278222482	0	2.496653979	0.892386063	1.530224953	0	2.077785544	2.674613748
ABR	2082.863535	2047.742924	1756.812183	1715.166012	1586.843277	2079.468768	1977.012945	2174.460977
ABRA	0	0	0	0	0	0	0	0
ABT1	2351.290256	2261.606415	1638.637228	1689.286816	1430.760331	1998.39265	1952.079519	1896.301147
ABTB1	123.3484695	118.6942374	183.0879584	184.7239149	197.399019	155.9156102	173.4950929	144.4291424
ABTB2	816.7841662	800.9187728	666.6066123	667.5047748	567.7134577	637.0266362	613.9856283	659.2922889
ACAA1	798.2499402	869.3550899	781.4526953	873.6459552	703.9034786	920.3475736	836.3086815	936.1148118
ACAA2	818.7014999	846.8994233	821.3991589	883.4622019	912.0140723	929.2570371	902.7978189	900.0075262
ACACA	4439.266681	4115.802879	3818.216151	3586.499585	3674.070113	3626.151621	3869.875576	3820.685739
ACACB	506.8152142	457.6678702	466.042076	478.3189295	411.6305125	492.6933284	482.0462462	485.4423953
ACAD10	601.4036779	581.7086948	512.6462836	539.8935678	478.9604104	405.3805866	394.7792534	415.9024378
ACAD11	93.3102412	79.12949158	102.3628131	129.3959791	104.0552968	75.73043926	97.65592057	94.94878805
ACAD8	692.1574741	657.630234	571.7337611	575.5890103	560.062333	597.824997	578.663274	623.1850033
ACAD9	1882.821716	1874.513496	1486.341335	1504.562901	1533.285403	1879.896786	1805.595638	1830.77311
ACADL	105.4533548	95.16925338	95.70506918	83.88428988	99.46462198	130.9691126	132.9782748	116.345698
ACADM	2328.282251	2366.399525	2061.403968	1972.173198	2218.826183	1904.843284	2005.06305	1889.614613
ACADS	141.2435843	191.4078242	233.853256	241.836623	224.9430682	187.0987323	172.4562002	193.9094967
ACADSB	1344.05094	1378.350198	1013.641515	1013.750567	1083.399267	1239.306365	1286.149252	1211.600028
ACADVL	1108.218892	1300.290024	1569.563135	1756.215771	1730.684422	1007.660315	956.820243	1171.480822
ACAN	15.97778103	11.76249199	34.9531557	25.87919581	36.72539888	8.909463443	13.50560604	9.361148118
ACAP1	3.834667447	3.207952361	6.657743943	7.1390885	7.651124767	8.909463443	2.077785544	4.011920622
ACAP2	1981.883959	1918.355512	1863.336086	1750.861455	2042.850313	1884.351518	1989.479658	1804.026973
ACAP3	1034.081988	1087.49585	999.4938094	1030.705902	962.5114957	885.6006662	896.5644622	1043.099362
ACAT1	2171.699997	2280.854129	2398.452255	2265.768213	2332.062829	2364.571598	2338.54763	2357.672019
ACAT2	2516.820068	2471.192636	2527.446044	2559.363227	2410.104302	2592.653862	2466.331441	2445.934273
ACBD3	3634.625628	3521.262375	3361.328473	3313.42945	3758.232486	3301.847152	3391.984901	3194.826122
ACBD4	308.0516182	357.1520295	533.4517334	555.956517	433.0536618	444.5822258	429.0627148	464.0454853
ACBD5	1423.300734	1377.28088	1308.246685	1282.358772	1392.504708	1523.518249	1563.533622	1552.613281
ACBD6	1005.961094	1032.96066	1093.534443	1134.222686	1182.863889	1192.086209	1181.221082	1130.024309
ACBD7	452.4907587	489.7473938	416.1089964	423.8833797	439.1745616	596.9340507	544.3798125	522.8869877
ACCN1	0.639111241	1.069317454	0	0.892386063	0	0	1.038892772	2.674613748
ACCN2	630.1636837	733.5517733	1068.567903	1235.062311	1040.552968	680.683007	705.4081922	730.1695532
ACCN3	56.88090046	81.26812648	74.89961936	112.4406439	74.98102272	59.69340507	65.45024464	77.56379869
ACCN4	40.26400819	37.42611088	10.81883391	16.95533519	0	12.47324882	21.81674821	20.05960311
ACCN5	0	0	0	0	0	0	0	0
ACCS	78.61068266	68.43631704	151.4636747	125.8264348	149.9620454	108.695454	127.783811	132.3933805
ACCSL	0	1.069317454	0.832217993	0	0	0	1.038892772	0
ACD	359.1805175	375.3304263	381.1558407	436.3767846	315.2263404	484.6748113	451.9183558	454.6843372
ACE	106.092466	110.1396977	236.34991	225.7736738	197.399019	132.7510053	102.8503844	98.96070867
ACE2	25.56444964	22.45566653	30.79206574	32.12589825	26.01382421	30.29217571	20.77785544	22.73421686
ACER1	1.278222482	0	0	0.892386063	0	0	1.038892772	1.337306874
ACER2	76.05423769	69.50563449	106.5239031	97.27008082	100.9948469	65.03908313	75.83917236	74.88918494
ACER3	810.3930537	819.0971695	823.0635949	805.8246145	901.3024976	814.3249587	868.5143574	767.6141457
ACHE	77.97157142	73.78290431	158.1214186	149.0284724	131.599346	33.85596108	39.47792534	42.79381997
ACIN1	8562.812409	8003.841141	6069.365822	5769.275894	5354.257112	6475.39803	6374.646049	6742.701259
ACLY	15139.26708	15041.0193	12628.90804	12550.51758	11854.65271	14079.62508	13530.53946	14088.52792
ACMSD	0	0	0	0	0	0	0	0
ACN9	704.939699	635.1745675	670.7677022	685.352496	697.7825788	602.2797287	608.7911644	548.2958183
ACO1	797.6108289	767.7699318	772.2982974	724.6174828	768.1729266	901.6377004	937.0812803	857.2137062
ACO2	2339.147142	2268.022319	1751.818875	1865.979257	1634.28025	2027.79388	2012.335299	1977.876867
ACOT1	59.43734542	55.60450759	50.76529756	57.112708	50.49742346	60.58435141	39.47792534	46.80574059
ACOT11	70.94134776	59.88177741	63.24856746	90.13099232	58.14854823	73.05760023	86.22810008	89.59956056
ACOT12	2.556444964	0	3.328871971	1.784772125	3.060449907	0.890946344	3.116678316	0
ACOT13	1025.134431	979.4947876	979.5205776	1024.4592	1026.780944	960.4401591	933.964602	978.9086318
ACOT2	338.0898466	329.3497757	282.1218996	321.2589825	244.8359926	291.3394546	275.3065846	310.2551948
ACOT4	1.278222482	1.069317454	0.832217993	0	0	0.890946344	2.077785544	0
ACOT6	0	0	0	1.784772125	1.530224953	0	0	2.674613748
ACOT7	1328.073159	1286.388897	1323.226609	1363.565904	1146.13849	1717.744552	1685.084076	1658.260524
ACOT8	366.2107412	358.221347	373.6658788	428.34531	345.8308395	398.2530159	392.7014678	369.0966972
ACOT9	494.0329894	546.4212188	684.9154081	680.8905657	684.0105542	604.9525678	617.1023066	623.1850033
ACOX1	1605.447438	1543.025086	1433.079384	1397.476574	1543.996978	1579.647868	1705.861932	1594.069794
ACOX2	5.112889929	10.69317454	11.6510519	17.84772125	19.8929244	8.909463443	9.350034948	8.023841244
ACOX3	290.1565035	257.7055063	254.6587058	259.6843442	232.5941929	289.5575619	279.4621557	243.3898511
ACOXL	39.62489695	38.49542833	88.21510724	98.16246688	88.7530473	116.7139711	131.939382	135.0679943
ACP1	3201.308207	3076.426314	2901.944141	2856.527786	3063.510357	3233.244283	3148.883992	3196.163429
ACP2	710.6917001	654.4222817	542.6061313	541.67834	523.3369341	786.705622	699.1748356	735.5187807
ACP5	3.195556206	3.207952361	1.664435986	4.461930313	1.530224953	2.672839033	2.077785544	6.68653437
ACP6	543.244555	602.0257264	585.049249	624.6702438	570.7739076	534.5678066	548.5353836	522.8869877
ACPL2	557.9441135	594.5405043	702.391986	775.4834884	775.8240514	750.1768219	722.0304765	760.9276113
ACPP	56.88090046	49.18860287	114.013865	79.42235957	105.5855218	106.022615	97.65592057	98.96070867
ACPT	0	0	0	0	0	1.781892689	1.038892772	1.337306874
ACR	2.556444964	1.069317454	0.832217993	2.677158188	1.530224953	1.781892689	1.038892772	2.674613748
ACRBP	13.42133606	14.97044435	4.161089964	8.923860626	6.120899814	8.018517099	11.42782049	13.37306874
ACRC	207.7111534	167.8828402	71.57074738	85.66906201	68.86012291	71.27570754	73.76138681	77.56379869
ACRV1	0	2.138634907	0	0	1.530224953	0.890946344	2.077785544	1.337306874
ACSBG1	52.40712177	37.42611088	9.154397921	12.49340488	10.71157467	17.81892689	16.62228435	4.011920622
ACSBG2	1.278222482	2.138634907	0	1.784772125	3.060449907	0	0	0
ACSF2	277.3742786	311.171379	484.3508718	547.0326563	462.1279359	304.7036497	314.7845099	300.8940466
ACSF3	403.2791931	423.4497117	324.5650172	319.4742104	324.4076901	362.6151621	357.3791136	373.1086178
ACSL1	1349.802941	1409.360404	1502.985695	1477.79132	1608.266426	1437.9874	1519.900125	1493.771778
ACSL3	2437.570274	2575.985746	3261.462314	3240.253793	3758.232486	3421.233962	3503.146427	3507.75593
ACSL4	3476.12604	3830.295119	5486.813227	5366.80978	6244.848035	3841.760637	3939.481391	3676.256597
ACSL5	30.67733957	12.83180944	4.993307957	1.784772125	6.120899814	10.69135613	4.155571088	9.361148118
ACSL6	128.4613595	159.3283006	236.34991	207.0335665	241.7755426	140.7695224	147.5227736	137.742608
ACSM1	0.639111241	1.069317454	0	1.784772125	0	1.781892689	0	1.337306874
ACSM2A	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0
ACSM3	47.93334308	60.95109486	77.39627333	72.28327107	71.92057281	53.45678066	57.13910246	74.88918494
ACSM4	0	0	0	0	0	0	0	0
ACSM5	0.639111241	0	0.832217993	0	0	0.890946344	0	0
ACSS1	352.1502939	393.508823	457.7198961	489.9199483	445.2954615	356.3785377	343.8735075	377.1205385
ACSS2	445.4605351	444.8360607	569.2371071	608.6072947	477.4301855	483.7838649	450.8794631	445.323189
ACSS3	157.2213653	206.3782686	243.0076539	240.9442369	261.668467	223.6275324	190.1173773	209.9571792
ACTA1	92.67112996	84.47607884	50.76529756	48.18884738	39.78584879	57.91151238	45.71128197	88.26225368
ACTA2	500.4241018	480.1235367	234.685474	241.836623	211.1710436	144.3333078	168.3006291	161.8141318
ACTB	50599.71518	45836.29265	35278.55293	35918.53902	28902.88892	50599.51573	49094.95573	48454.63996
ACTBL2	100.3404649	87.6840312	16.64435986	13.38579094	19.8929244	55.23867335	49.86685306	48.14304746
ACTC1	9.586668617	7.485222176	5.82552595	9.816246688	9.181349721	12.47324882	11.42782049	6.68653437
ACTG1	58359.16476	55419.51567	47582.89596	49157.97864	42679.50418	55430.22681	54268.64173	54230.46835
ACTG2	0	2.138634907	4.161089964	2.677158188	3.060449907	2.672839033	3.116678316	2.674613748
ACTL10	0.639111241	3.207952361	3.328871971	0.892386063	0	1.781892689	1.038892772	2.674613748
ACTL6A	2752.652116	2525.727826	2113.001484	2050.703172	2179.040334	2655.020106	2555.676219	2540.883061
ACTL6B	3.834667447	3.207952361	2.496653979	2.677158188	0	3.563785377	2.077785544	2.674613748
ACTL7A	0	0	0	0	0	0	0	0
ACTL7B	0.639111241	0	0.832217993	0	0	1.781892689	0	2.674613748
ACTL8	19.17333723	25.66361889	6.657743943	2.677158188	3.060449907	24.94649764	16.62228435	18.72229624
ACTL9	0	0	0	0	0	0.890946344	0	0
ACTN1	2378.132928	2417.726763	2061.403968	2304.140814	2146.90561	2169.454348	2233.61946	2235.977093
ACTN2	742.0081509	641.5904722	546.7672213	530.0773212	491.2022101	408.944372	397.8959317	465.3827921
ACTN3	1.917333723	1.069317454	0.832217993	3.56954425	1.530224953	0.890946344	0	5.349227496
ACTN4	6428.819974	5953.959582	4266.781649	4517.258249	3834.743733	5444.57311	5296.275352	5571.220437
ACTR10	1476.346967	1427.538801	1364.00529	1258.264348	1368.021108	1539.555283	1509.511198	1469.700255
ACTR1A	3748.387429	3657.065692	3357.167383	3521.355403	3172.156329	4073.406686	3903.120144	3855.455718
ACTR1B	1447.586961	1583.659149	1649.456062	1733.013733	1511.862254	1397.003868	1361.988424	1539.240212
ACTR2	9505.501489	9353.319768	8296.381171	7669.165822	9716.928455	9844.066158	9944.281614	9607.212583
ACTR3	4668.068505	4706.066114	4565.547909	4340.565808	4841.631753	4571.445692	4502.561274	4303.45352
ACTR3B	483.8072095	436.2815211	458.5521141	438.1615567	400.9189378	661.9731338	686.7081223	696.7368813
ACTR3BP2	0	0	0	0	0	0	0	0
ACTR3BP5	15.97778103	8.55453963	9.154397921	9.816246688	9.181349721	29.40122936	28.05010484	13.37306874
ACTR3C	32.5946733	36.35679343	18.30879584	13.38579094	19.8929244	28.51028302	25.9723193	16.04768249
ACTR5	487.0027657	474.7769495	321.2361452	317.6894383	299.9240909	453.4916892	402.0515028	405.2039828
ACTR6	1091.602	1040.445882	1129.319816	1130.653141	1406.276732	1168.030657	1154.20987	1063.158965
ACTR8	860.8828418	919.6130102	766.4727714	732.6489574	795.7169758	822.3434758	841.5031453	797.0348969
ACTRT1	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0
ACVR1	399.4445257	421.3110768	445.2366262	437.2691707	495.7928849	430.3270843	420.7515727	433.2874272
ACVR1B	1510.219863	1510.945562	1264.971349	1326.978075	1299.160986	1554.701371	1526.133482	1594.069794
ACVR1C	152.7475866	161.4669355	264.6453217	265.0386606	347.3610644	153.2427712	171.4173074	148.441063
ACVR2A	285.6827248	341.1122677	366.1759169	328.398071	385.6166883	336.7777181	334.5234726	292.8702054
ACVR2B	2912.429926	3101.020616	3855.665961	3375.004089	4188.225698	3971.838803	4104.665342	4019.944463
ACVRL1	28.12089461	27.8022538	99.03394115	92.80815051	84.16237244	101.5678832	105.9670627	109.6591637
ACY1	23.00800468	13.9011269	29.95984774	29.44874006	29.07427412	21.38271226	23.89453376	17.38498936
ACY3	0	0	0	0	0	0	1.038892772	0
ACYP1	278.6525011	258.7748238	376.1625328	370.340216	428.462987	363.5061085	339.7179364	359.7355491
ACYP2	89.47557376	97.30788829	56.59082351	51.75839163	61.20899814	85.53084905	66.48913741	72.21457119
ADA	352.1502939	294.0622998	444.4044082	467.6102968	422.3420872	364.3970548	314.7845099	386.4816866
ADAD1	0	0	0.832217993	0	0	0	0	1.337306874
ADAD2	0	0	0.832217993	0.892386063	0	0	0	1.337306874
ADAL	504.2587692	543.2132665	540.9416953	485.458018	566.1832328	593.3702653	551.6520619	599.1134795
ADAM1	231.9973805	214.9328082	179.7590865	163.3066494	123.9482212	220.063747	221.2841604	221.9929411
ADAM10	1554.318538	1615.738673	1412.273934	1227.923222	1413.927857	1298.108824	1164.598797	1122.000467
ADAM11	557.9441135	554.9757585	593.3714289	624.6702438	595.2575069	428.5451916	432.1793932	484.1050884
ADAM12	106.092466	137.9419515	155.6247647	138.3198397	128.5388961	120.2777565	128.8227037	129.7187668
ADAM15	1067.315773	1139.892406	1020.299259	1080.679522	960.9812708	948.8578567	888.2533201	986.932473
ADAM17	1304.426043	1361.241119	1240.837027	1136.007458	1279.268061	1086.95454	1083.565161	1075.194727
ADAM18	0.639111241	0	0	0	1.530224953	0	0	0
ADAM19	434.595644	459.8065051	544.2705673	509.5524417	488.1417602	386.6707134	406.2070739	377.1205385
ADAM2	0	0	0	0	0	0	1.038892772	0
ADAM20	1.917333723	0	1.664435986	1.784772125	0	2.672839033	2.077785544	4.011920622
ADAM21	18.53422599	16.03976181	33.28871971	26.77158188	55.08809833	17.81892689	16.62228435	18.72229624
ADAM21P1	0	0	4.993307957	0.892386063	1.530224953	2.672839033	0	0
ADAM22	726.6694812	724.9972336	793.9359652	713.90885	852.3352991	724.3393779	705.4081922	661.9669026
ADAM23	329.1422892	375.3304263	384.4847127	389.9727093	381.0260134	354.596645	335.5623654	353.0490147
ADAM28	1.278222482	1.069317454	1.664435986	5.354316375	1.530224953	3.563785377	3.116678316	2.674613748
ADAM29	0	0	0	0	0	0	0	0
ADAM30	0	1.069317454	0	0	0	0	0	1.337306874
ADAM32	17.25600351	19.24771417	10.81883391	8.923860626	12.24179963	6.23662441	17.66117712	18.72229624
ADAM33	0	0	0	0	0	0	0	0
ADAM3A	0	0	0	0	0	0	0	0
ADAM5P	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0
ADAM8	170.0035901	148.6351261	65.74522143	63.35941044	64.26944805	84.63990271	87.26699285	82.91302619
ADAM9	1634.207444	1606.114815	1507.979003	1327.870461	1599.085076	1056.662364	1026.426059	1008.329383
ADAMDEC1	0	0	0	0	0	0	0	0
ADAMTS1	6869.16762	8730.97701	13252.23932	13267.99598	14442.26311	6717.735436	6454.640792	6801.542761
ADAMTS10	138.6871393	155.0510308	231.356602	251.6528696	209.6408186	96.22220518	120.5115616	128.3814599
ADAMTS12	1.278222482	4.277269815	2.496653979	2.677158188	3.060449907	0	2.077785544	2.674613748
ADAMTS13	205.7938196	227.7646176	257.9875778	249.8680975	261.668467	179.9711615	196.3507339	246.0644648
ADAMTS14	8.308446135	5.346587269	15.81214186	12.49340488	16.83247449	8.018517099	7.272249404	12.03576187
ADAMTS15	150.1911417	179.6453322	204.7256262	217.7421993	208.1105937	165.71602	167.2617363	156.4649043
