Gene	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
POU3F3	448.01698	487.6087589	491.8408338	561.3108333	417.7514123	412.5081574	478.9295679	473.4066334
POU3F4	0.639111241	0	0	0	0	0	0	0
POU4F1	2490.616507	2507.549429	3534.429816	3631.118889	3825.562384	2834.991267	2857.994016	2920.678213
POU4F2	5.75200117	6.415904722	23.3021038	30.34112613	24.48359926	4.454731721	7.272249404	6.68653437
POU4F3	5.75200117	1.069317454	4.993307957	1.784772125	1.530224953	6.23662441	7.272249404	5.349227496
POU5F1	0	0	0.832217993	0.892386063	0	0	0	0
POU5F1B	0	2.138634907	0.832217993	3.56954425	0	0	0	2.674613748
POU5F1P3	0	0	0	0	0	0	0	0
POU5F1P4	0	0	0	0	0	0	0	0
POU5F2	1.917333723	1.069317454	0.832217993	0	1.530224953	0.890946344	2.077785544	1.337306874
POU6F1	171.2818126	197.8237289	285.4507715	298.949331	272.3800417	185.3168396	212.9730183	213.9690998
POU6F2	5.112889929	8.55453963	10.81883391	8.031474563	10.71157467	18.70987323	11.42782049	12.03576187
PP12613	0.639111241	2.138634907	1.664435986	4.461930313	3.060449907	0.890946344	1.038892772	0
PP14571	1.917333723	3.207952361	1.664435986	1.784772125	3.060449907	2.672839033	1.038892772	4.011920622
PP2D1	0.639111241	0	0	0	1.530224953	1.781892689	0	0
PP7080	993.8179799	1015.851581	1031.118093	1103.881559	968.6323955	1155.557409	1197.843366	1148.746605
PPA1	1783.120363	1729.086323	1691.899179	1657.160918	1860.753543	1917.316533	1757.80657	1675.645513
PPA2	1286.530928	1310.983198	1414.770588	1488.499952	1495.02978	1411.259009	1378.610708	1400.160297
PPAN	329.7814004	331.4884107	225.5310761	205.2487944	153.0224953	337.6686645	285.6955123	323.6282635
PPAN-P2RY11	0.639111241	0	0	0	0	0	0	0
PPAP2A	207.7111534	239.5271096	261.3164498	289.1330843	292.2729661	210.2633372	198.4285195	175.1872005
PPAP2B	543.244555	515.4110127	631.6534566	675.5362494	593.7272819	603.1706751	579.7021668	592.4269452
PPAP2C	5.75200117	3.207952361	9.986615914	19.63249338	15.30224953	8.018517099	3.116678316	2.674613748
PPAPDC1A	56.24178922	76.99085667	49.93307957	54.43554982	30.60449907	45.43826356	49.86685306	44.13112684
PPAPDC1B	204.5155972	248.0816493	317.9072733	331.0752292	374.9051136	198.6810348	196.3507339	216.6437136
PPAPDC2	522.7929952	517.5496476	590.0425569	618.4235413	602.9086317	510.5122553	471.6573185	579.0538764
PPAPDC3	78.61068266	81.26812648	92.37619721	76.74520138	94.87394712	79.29422464	70.6447085	85.58763993
PPARA	533.6578863	554.9757585	725.6940898	746.0347483	762.0520268	580.8970165	637.880162	621.8476964
PPARD	880.6952903	854.3846455	714.8752559	715.6936222	635.0433557	913.2200029	857.0865369	877.2733093
PPARG	795.054384	877.9096295	842.2046088	830.8114242	855.395749	745.7220902	737.6138681	706.0980295
PPARGC1A	419.2569742	398.8554102	551.7605293	572.9118522	570.7739076	392.9073378	410.3626449	393.1682209
PPARGC1B	934.3806345	847.9687408	947.0640759	888.8165183	979.3439702	711.8661291	741.7694392	754.2410769
PPAT	2589.039638	2632.659571	2472.519657	2363.038294	2492.736449	2681.748496	2618.009785	2587.688801
PPBP	0	0	0.832217993	0	0	0	0	0
PPBPL2	0	0	0	0	0	0	0	0
PPCDC	447.3778688	400.9940451	390.3102386	451.5473477	399.3887129	427.6542453	408.2848594	437.2993478
PPCS	778.4374917	846.8994233	714.0430379	801.3626842	921.195422	767.9957488	832.1531104	768.9514525
PPDPF	938.215302	1016.920898	1241.669245	1543.827888	1300.69121	1364.038853	1438.866489	1468.362948
PPEF1	28.76000585	23.52498398	34.9531557	43.72691707	38.25562384	24.0555513	40.51681811	40.11920622
PPEF2	6.391112411	3.207952361	4.161089964	6.246702438	9.181349721	7.127570754	3.116678316	2.674613748
PPFIA1	2624.829867	2664.739095	1930.745743	1826.71427	1897.478942	2581.071559	2401.920089	2478.029637
PPFIA2	51.12889929	50.25792032	59.91969548	49.9736195	53.55787337	73.05760023	76.87806513	92.2741743
PPFIA3	712.6090338	772.0472016	753.1572835	845.9819873	736.0382026	751.9587146	746.9639031	809.0706588
PPFIA4	195.5680398	294.0622998	457.7198961	453.3321198	374.9051136	209.3723909	219.2063749	300.8940466
PPFIBP1	1352.998497	1308.844563	1188.407294	1130.653141	1167.56164	1186.740531	1272.643646	1216.949255
PPFIBP2	134.2133606	118.6942374	198.0678823	149.0284724	169.8549698	158.5884493	164.145058	189.8975761
PPHLN1	1844.475042	1869.166909	1713.536847	1717.84317	1721.503073	2008.19306	2042.46319	1927.059205
PPIA	7288.424594	7097.05994	5803.888282	6297.568443	5560.837481	6982.3465	6276.990128	6710.605894
PPIAL4A	0	0	0	0	0	0	0	0
PPIAL4B	0	0	0	0	0	0	0	0
PPIAL4C	0	0	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0	0	0
PPIAL4E	0	0	0	0	0	0	0	0
PPIAL4F	0	0	0	0	0	0	0	0
PPIAL4G	6.391112411	7.485222176	4.993307957	8.031474563	6.120899814	7.127570754	7.272249404	5.349227496
PPIB	3641.016741	3859.16669	3030.105712	2938.627304	3172.156329	2971.306058	2833.060589	2939.400509
PPIC	706.8570327	742.1063129	785.6137852	796.9007539	786.5356261	665.5369192	597.3633439	617.8357758
PPID	1616.312329	1555.856895	1303.253377	1238.631855	1504.211129	1582.320707	1619.633832	1449.640651
PPIE	1932.033282	1808.215814	1756.812183	1807.081777	1706.200823	1633.995595	1595.739298	1685.006661
PPIEL	223.6889344	224.5566653	285.4507715	235.5899205	237.1848678	220.9546934	184.9229134	255.4256129
PPIF	3597.557176	3520.193058	3100.844241	3208.127895	2826.325489	3913.92729	3641.319166	3836.733421
PPIG	3150.179307	3134.169457	2763.795954	2721.777491	2859.990438	2700.45837	2570.220718	2579.66496
PPIH	664.6756908	666.1847737	613.3446607	582.7280988	605.9690816	656.6274557	547.4964908	660.6295957
PPIL1	2856.827248	2727.828824	2135.47137	2154.219955	2168.328759	3178.896556	3023.177967	2955.448191
PPIL2	1657.215448	1677.759085	1424.757204	1507.24006	1248.663562	1770.310386	1688.200755	1769.256994
PPIL3	652.5325772	743.1756303	746.4995396	787.9768932	798.7774257	766.2138561	711.6415488	715.4591776
PPIL4	1662.328338	1648.887514	1580.381968	1492.961883	1837.800169	1601.030581	1574.961442	1485.747937
PPIL6	49.85067681	47.04996796	58.2552595	60.68225225	64.26944805	56.12961969	72.72249404	50.81766121
PPIP5K1	355.3458501	384.9542833	361.1826089	315.9046661	321.3472402	367.9608402	363.6124702	365.0847766
PPIP5K2	1291.643818	1369.795658	1341.535404	1213.645045	1403.216282	1522.627302	1556.261372	1388.124535
PPL	132.9351382	127.248777	209.7189342	199.894478	174.4456447	90.87652712	90.38367116	76.22649182
PPM1A	1583.078544	1703.422704	2133.806934	2106.923494	2407.043852	1918.207479	1998.829693	1897.638454
PPM1B	1574.770098	1630.709117	1622.825086	1525.980167	1693.959023	1345.32898	1353.677282	1251.719234
PPM1D	2078.389756	1953.642988	1858.342778	1725.874645	1906.660292	1331.073838	1413.933063	1219.623869
PPM1E	1014.908651	1004.089089	1151.789702	1157.424723	1276.207611	1116.355769	1160.443226	1112.639319
PPM1F	2178.730221	2041.327019	1508.811221	1484.930408	1400.155832	2003.738328	2138.041325	2106.258327
PPM1G	4809.312089	4672.917273	4642.111964	4557.415621	4540.177437	4494.824307	4326.988395	4413.112684
PPM1H	1009.15665	1041.5152	1072.728993	1083.35668	964.0417207	1283.853682	1292.382608	1271.778837
PPM1J	58.79823418	75.92153921	150.6314567	213.2802689	185.1572194	89.09463443	83.11142176	74.88918494
PPM1K	492.1156557	517.5496476	776.4593873	681.7829518	780.4147263	680.683007	729.3027259	686.0384264
PPM1L	287.6000585	315.4486488	401.9612905	373.0173741	385.6166883	391.1254451	364.651363	342.3505597
PPM1M	123.3484695	149.7044435	248.8331799	266.8234327	211.1710436	158.5884493	179.7284496	197.9214173
PPM1N	102.8969098	117.6249199	197.2356643	190.0782313	128.5388961	172.8435908	177.650664	180.536428
PPME1	1958.236843	1809.285132	1598.690764	1503.670515	1427.699882	1824.658113	1735.989822	1782.630063
PPOX	201.320041	188.1998719	292.1085155	306.9808055	280.0311665	222.7365861	207.7785544	262.1121473
PPP1CA	3467.178483	3172.664885	2324.384854	2454.954058	2068.864137	3009.616751	3082.394855	3115.925016
PPP1CB	5961.629657	5880.176678	5540.907396	5087.492943	5987.770243	5326.968192	5553.920759	5170.028375
PPP1CC	7115.225447	7025.415671	7685.533164	7854.782123	7895.96076	8252.835987	8165.697188	7899.471705
PPP1R10	6981.012087	5960.375487	4054.566061	3795.317924	3392.508722	4180.320247	4146.221053	4137.627468
PPP1R11	1515.971864	1441.439928	1181.74955	1173.487672	1106.352641	1454.024434	1496.005592	1643.550148
PPP1R12A	2975.701939	2885.01849	2557.405892	2526.344943	2670.242544	2438.520144	2585.80411	2391.104691
PPP1R12B	959.9450842	953.8311687	798.0970551	734.4337295	795.7169758	791.1603537	784.3640429	837.1541031
PPP1R12C	1534.50609	1475.658086	1062.742377	1074.432819	990.0555449	1250.888667	1201.998937	1330.62034
PPP1R13B	837.8748371	808.403995	803.9225811	779.9454187	700.8430287	792.9422464	835.2697887	858.5510131
PPP1R13L	330.4205117	387.0929182	445.2366262	511.3372138	408.5700626	346.5781279	365.6902557	413.2278241
PPP1R14A	0	1.069317454	0	0.892386063	1.530224953	0	1.038892772	0
PPP1R14B	1352.998497	1325.953643	788.9426572	946.8216124	886.0002481	1129.719965	1080.448483	1096.591637
PPP1R14C	1749.247467	1736.571545	1579.54975	1575.953786	1655.7034	1775.656064	1765.07882	1774.606222
PPP1R14D	3.834667447	1.069317454	7.489961936	6.246702438	3.060449907	5.345678066	8.311142176	10.69845499
PPP1R15A	6181.483924	5233.239618	5251.295535	5141.928492	4881.417602	3405.196928	3450.162896	3422.168291
PPP1R15B	3463.982927	3331.993186	3779.101906	3696.263071	3912.785206	3166.423308	3302.640122	3130.635392
PPP1R16A	520.2365503	541.0746316	455.2232421	470.287455	396.328263	509.6213089	488.2796028	501.4900777
PPP1R16B	77.97157142	90.89198357	197.2356643	170.4457379	186.6874443	123.8415419	127.783811	133.7306874
PPP1R17	0	0	0	0	0	0	0	0
PPP1R18	788.0241603	815.8892172	877.1577645	911.1261699	821.7308	742.1583048	789.5585067	834.4794894
PPP1R1A	182.1467037	194.6157766	265.4775397	307.8731916	244.8359926	226.3003714	226.4786243	200.5960311
PPP1R1B	0.639111241	1.069317454	3.328871971	2.677158188	1.530224953	1.781892689	3.116678316	2.674613748
PPP1R1C	44.09867564	35.28747597	69.9063114	55.32793588	52.02764842	59.69340507	38.43903256	45.46843372
PPP1R2	1540.258091	1474.588769	1784.275377	1640.205583	1889.827818	1595.684903	1655.995079	1586.045953
PPP1R21	525.9885514	517.5496476	463.545422	496.1666508	495.7928849	457.0554746	445.6849992	421.2516653
PPP1R26	989.9833125	922.8209626	1052.755761	1078.002364	974.7532954	1032.606813	1056.553949	1017.690531
PPP1R27	1.917333723	0	0	0.892386063	0	0	1.038892772	0
PPP1R2P3	361.7369625	352.8747597	396.9679826	375.6945323	403.9793877	398.2530159	388.5458967	357.0609354
PPP1R2P9	0	0	0	0	0	0	0	0
PPP1R32	8.308446135	3.207952361	23.3021038	35.6954425	24.48359926	11.58230248	14.54449881	17.38498936
PPP1R35	453.12987	454.4599178	584.217031	710.3393058	462.1279359	549.7138944	578.663274	541.609284
PPP1R36	5.112889929	6.415904722	4.161089964	7.1390885	4.59067486	5.345678066	5.19446386	9.361148118
PPP1R37	1158.069569	1129.199231	828.0569029	895.0632207	812.5494503	953.3125884	978.6369912	1036.412827
PPP1R3A	0	0	0.832217993	0	3.060449907	0	1.038892772	0
PPP1R3B	388.5796346	419.1724419	564.2437991	565.7727637	645.7549304	388.4526061	407.2459666	382.469766
PPP1R3C	58.79823418	72.71358685	177.2624325	182.0467568	197.399019	67.71192217	77.9169579	81.57571931
PPP1R3D	258.8400527	254.497554	357.8537369	331.9676153	382.5562384	269.9567423	327.2512232	284.8463642
PPP1R3E	520.2365503	541.0746316	731.5196157	836.1657406	745.2195523	572.8784994	593.2077728	672.6653576
PPP1R3F	108.648911	90.89198357	90.71176122	105.3015554	79.57169758	89.98558077	94.53924225	92.2741743
PPP1R3G	30.03822833	39.56474579	45.77198961	53.54316375	48.96719851	31.18312205	40.51681811	40.11920622
PPP1R42	4.473778688	3.207952361	4.161089964	6.246702438	9.181349721	2.672839033	6.233356632	2.674613748
PPP1R7	1613.116773	1562.2728	1424.757204	1368.027834	1410.867407	1523.518249	1423.283098	1501.795619
PPP1R8	2759.682339	2705.373158	2058.907314	2065.873735	2254.021356	2633.637394	2665.798853	2610.423018
PPP1R9A	419.8960854	479.0542193	449.3977161	422.0986076	497.3231099	405.3805866	445.6849992	453.3470303
PPP1R9B	2309.748025	2332.181367	2204.545463	2393.37942	2013.776039	2467.030427	2501.653795	2526.172685
PPP2CA	9228.766322	9230.34826	8965.484437	8558.874726	8873.774505	10349.23274	10224.78266	9754.316339
PPP2CB	1435.443848	1397.597912	1458.045923	1356.426815	1380.262908	1366.711692	1296.538179	1204.913493
PPP2R1A	9490.801931	9180.09034	7628.110122	7750.372953	6174.457687	9477.88721	9033.172653	9457.434213
PPP2R1B	2137.18799	2047.742924	1714.369065	1597.371052	1693.959023	1771.201332	1796.245603	1810.713507
PPP2R2A	4589.457822	4307.210704	3972.17648	3852.430632	3865.348232	3690.299758	3616.385739	3662.883528
PPP2R2B	1.278222482	1.069317454	0.832217993	0	0	0	2.077785544	0
PPP2R2C	258.2009414	324.0031885	371.1692248	388.1879372	394.798038	324.3044693	351.1457569	371.771311
PPP2R2D	1246.906031	1221.160532	933.748588	937.0053657	832.4423747	1184.958638	1221.7379	1175.492742
PPP2R3A	587.9823418	558.1837108	749.8284116	660.3656863	785.0054011	564.8599823	608.7911644	656.6176751
PPP2R3B	0	0	0	0	0	0	0	0
PPP2R3B-AS1	0	0	0	0	0	0	0	0
PPP2R3C	942.0499694	872.5630422	1028.621439	897.7403789	1002.297345	900.7467541	856.0476441	817.0945
PPP2R4	3191.082427	3101.020616	2359.33801	2296.109339	2090.287286	3236.808069	2876.694086	2998.242011
PPP2R5A	1046.225102	969.8709305	805.5870171	775.4834884	806.4285505	877.5821491	875.7866068	809.0706588
PPP2R5B	596.9298992	633.0359326	603.3580448	648.7646675	564.6530078	565.7509286	563.0798824	564.3435008
PPP2R5C	2930.325041	2682.917491	2747.151594	2707.499314	2711.558618	2683.530389	2651.254354	2753.514854
PPP2R5D	3038.33484	2908.543474	2703.044041	2725.347035	2480.49465	3476.472635	3479.251893	3355.302947
PPP2R5E	1164.460681	1170.902612	1205.051654	1099.419629	1390.974483	1315.927751	1385.882958	1214.274642
PPP3CA	1586.2741	1528.054641	1676.087038	1587.554805	1885.237143	1692.798054	1667.422899	1531.216371
PPP3CB	1598.417214	1641.402291	1426.42164	1456.374054	1521.043604	1993.046972	2066.357724	1798.677746
PPP3CC	343.2027365	319.7259187	287.1152075	353.3848808	376.4353386	347.4690743	312.7067244	332.9894116
PPP3R1	3266.497553	3205.813726	2715.527311	2753.903389	2905.897187	3447.071406	3475.096322	3156.044223
PPP3R2	0	0	0	0	0	0	0	0
PPP4C	3107.358854	2814.443538	2899.447487	3146.553257	2567.717472	2859.937765	2842.410624	2845.789028
PPP4R1	2090.53287	1962.197528	1315.736647	1331.440005	1352.718859	1869.20543	1862.73474	1861.531169
PPP4R1L	251.1707178	247.0123318	230.524384	219.5269714	220.3523933	187.9896786	172.4562002	234.0287029
PPP4R2	1275.666037	1228.645754	1008.648207	972.7008082	1179.803439	1298.108824	1266.410289	1152.758525
PPP4R4	159.7778103	203.1703162	260.4842318	242.729009	325.9379151	187.9896786	191.15627	187.2229624
PPP5C	4204.073744	4378.854973	4172.741016	4403.925219	3981.645329	4938.515586	4956.557415	5064.381132
PPP6C	4081.364386	3800.354231	3318.885355	3011.802961	3112.477555	3674.262724	3531.196532	3419.493677
PPP6R1	5321.879305	5039.693159	3949.706594	4125.500767	3635.814489	5377.752134	5161.219291	5442.838977
PPP6R2	2025.343523	1934.395274	1646.959408	1653.591374	1496.560004	1873.660162	1840.917992	1995.261856
PPP6R3	5188.944167	4863.25578	3964.686518	3800.67224	4275.44852	3538.838879	3399.25715	3367.338709
PPPDE1	4256.480866	4327.527735	3736.658788	3724.819425	4175.983898	4534.025946	4548.272556	4533.470303
PPPDE2	2087.976425	2165.367844	1939.900141	2057.84226	1934.204341	2483.958408	2399.842303	2439.247738
PPRC1	4139.523509	3925.464373	2812.896816	2819.047572	2480.49465	3384.705162	3152.00067	3507.75593
PPT1	5077.738811	4894.265986	3158.267283	3044.821245	3156.854079	3230.571444	3063.694785	3097.20272
PPT2	1089.045555	1140.961723	865.5067126	832.5961964	684.0105542	1014.787886	1043.048343	1063.158965
PPT2-EGFL8	33.87289578	37.42611088	49.10086158	50.86600557	39.78584879	44.54731721	38.43903256	62.85342308
PPTC7	1250.101588	1272.48777	1195.897256	1212.752659	1351.188634	1291.872199	1233.16572	1152.758525
PPWD1	1306.343377	1279.972992	1134.313124	1152.070407	1136.95714	1183.176745	1153.170977	1140.722764
PPY	0.639111241	1.069317454	0	0	0	0	0	0
PPY2	0	0	0	0	0	0	0	0
PPYR1	0	0	0.832217993	2.677158188	0	0	0	1.337306874
PQBP1	1341.494495	1238.269611	978.6883596	1007.503865	898.2420477	1407.695224	1285.110359	1293.175747
PQLC1	533.0187751	477.9849018	410.2834705	439.9463288	371.8446637	510.5122553	474.7739968	477.418554
PQLC2	660.2019121	651.2143293	534.2839514	531.8620933	460.597711	678.9011143	645.1524114	603.1254002
PQLC3	115.0400234	119.7635548	179.7590865	208.8183386	179.0363196	158.5884493	177.650664	197.9214173
PRAC	1.278222482	2.138634907	1.664435986	1.784772125	1.530224953	1.781892689	0	2.674613748
PRADC1	287.6000585	266.260046	283.7863356	313.227508	237.1848678	277.0843131	237.9064448	248.7390786
PRAF2	653.1716884	690.7790751	772.2982974	838.8428988	638.1038056	765.3229097	773.9751151	780.9872144
PRAM1	11.50400234	7.485222176	6.657743943	4.461930313	7.651124767	2.672839033	2.077785544	4.011920622
PRAME	1144.009122	1148.446945	1485.509117	1666.977165	1453.713706	1424.623205	1441.983168	1448.303345
PRAMEF1	0.639111241	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0
PRAMEF11	0.639111241	0	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	1.038892772	0
PRAMEF13	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0
PRAMEF16	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0
PRAMEF21	0	0	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0	0	0
PRAMEF3	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0
PRAP1	0	2.138634907	0.832217993	0.892386063	0	1.781892689	1.038892772	1.337306874
PRB1	0	0	0	0	0	0	0	0
PRB2	0	0	0	0	0	0	0	0
PRB3	3.834667447	1.069317454	1.664435986	4.461930313	3.060449907	3.563785377	2.077785544	5.349227496
PRB4	0	0	0	0	0	0.890946344	0	0
PRC1	9133.538747	9027.177944	8460.328115	8831.944861	8725.342685	8082.665235	8317.375533	8311.362222
PRCC	3331.047789	3136.308092	3031.770148	3106.395884	2737.572442	3586.059036	3468.862966	3486.35902
PRCD	0.639111241	4.277269815	2.496653979	1.784772125	4.59067486	1.781892689	0	0
PRCP	1905.829721	1890.553258	1516.301183	1456.374054	1560.829453	1599.248688	1408.738599	1426.906435
PRDM1	172.5600351	130.4567294	133.1548789	132.0731373	134.6597959	125.6234345	130.9004893	94.94878805
PRDM10	580.9521182	576.3621076	582.552595	566.6651497	584.5459322	579.1151238	600.4800222	601.7880933
PRDM11	201.9591522	199.9623638	144.8059308	128.503593	107.1157467	180.8621079	174.5339857	175.1872005
PRDM12	16.61689227	13.9011269	16.64435986	25.87919581	21.42314935	24.0555513	18.7000699	13.37306874
PRDM13	158.4995878	170.0214751	262.1486677	233.8051484	250.9568924	159.4793956	140.2505242	163.1514386
PRDM14	0	0	0	0	0	0	0	0
PRDM15	547.0792224	534.6587269	366.1759169	340.8914759	393.267813	455.2735819	524.6408499	493.4662365
PRDM16	972.727309	1027.614073	947.8962938	958.4226312	916.6047471	1028.152081	1046.165021	1020.365145
PRDM2	3285.031779	3029.376346	2543.258186	2501.358133	2460.601725	2752.133257	2741.638025	2729.44333
PRDM4	2547.497407	2415.588128	2008.974235	1916.845262	2021.427164	2290.623051	2210.763819	2297.493209
PRDM5	137.4089168	150.773761	131.4904429	140.1046118	154.5527203	145.2242541	142.3283098	128.3814599
PRDM6	247.3360503	269.4679983	267.9741937	290.0254703	258.6080171	275.3024204	277.3843701	255.4256129
PRDM7	4.473778688	5.346587269	4.161089964	6.246702438	6.120899814	2.672839033	7.272249404	9.361148118
PRDM8	173.8382576	211.7248558	168.9402525	193.6477756	182.0967695	243.228352	244.1398014	209.9571792
PRDM9	0.639111241	2.138634907	1.664435986	1.784772125	3.060449907	0.890946344	1.038892772	0
PRDX1	9803.327328	9156.565356	7248.618718	7200.663139	7322.126402	9583.018879	9259.651277	9116.42096
PRDX2	3284.392668	3238.962567	2642.292127	2811.016097	2393.271827	3333.92122	3068.889249	3269.715307
PRDX3	6640.365795	6584.85688	5774.760652	5744.289085	6045.918791	6715.062597	6554.374499	6356.219572
PRDX4	2918.181927	2980.187744	2159.605691	2239.889017	2350.425529	2406.446076	2329.197595	2325.576654
PRDX5	2142.30088	2138.634907	2207.042117	2325.558079	1984.701765	2263.894661	2222.191639	2257.374003
PRDX6	4758.822301	4716.759288	4364.983372	4477.100876	4339.717968	5108.686338	4988.763091	5164.679147
PREB	1868.761269	1816.770354	1687.738089	1785.664511	1498.090229	1810.402972	1720.40643	1734.487016
PRELID1	2466.330279	2281.923446	2015.631979	2045.348855	1775.060946	2862.610604	2670.993317	2698.685272
PRELID2	231.9973805	223.4873478	281.2896816	281.9939958	319.8170153	236.1007812	232.7119809	239.3779304
PRELP	2.556444964	0	3.328871971	2.677158188	1.530224953	0.890946344	3.116678316	4.011920622
PREP	2086.059091	2104.416749	2089.69938	2208.655505	2290.746755	2028.684826	2009.218621	2108.93294
PREPL	4011.062149	4079.446086	4307.560331	4078.204306	4740.636906	3425.688694	3622.619096	3392.747539
PREX1	535.5752201	582.7780123	626.6601486	693.3839706	691.661679	506.0575236	501.7852089	525.5616015
PREX2	69.02401404	60.95109486	105.6916851	95.48530869	117.8273214	86.4217954	76.87806513	73.55187807
PRF1	1.278222482	0	0	0.892386063	1.530224953	0.890946344	0	0
PRG1	0	0	0	0	0	0	0	0
PRG2	0.639111241	0	0	1.784772125	1.530224953	0.890946344	0	0
PRG3	0	0	0	0	0	0	0	0
PRG4	0.639111241	0	0.832217993	0	1.530224953	2.672839033	3.116678316	2.674613748
PRH1	0.639111241	0	1.664435986	0	0	0.890946344	0	1.337306874
PRH1-PRR4	119.5138021	113.3476501	124.0004809	111.5482578	120.8877713	90.87652712	111.1615266	88.26225368
PRH2	2.556444964	3.207952361	0.832217993	2.677158188	0	0.890946344	0	2.674613748
PRHOXNB	0.639111241	1.069317454	0.832217993	0.892386063	1.530224953	3.563785377	3.116678316	1.337306874
PRIC285	525.9885514	530.381457	674.9287922	717.4783943	636.5735806	465.9649381	436.3349642	442.6485753
PRICKLE1	597.5690104	616.9961708	688.2442801	642.517965	694.7221289	802.7426562	744.8861175	742.2053151
PRICKLE2	87.55824003	113.3476501	222.2022041	205.2487944	212.7012685	155.0246639	197.3896267	183.2110417
PRICKLE3	265.8702763	268.3986809	278.7930276	313.227508	286.1520663	298.4670253	278.4232629	290.1955917
PRICKLE4	137.4089168	133.6646817	163.9469446	179.3695986	163.73407	166.6069664	154.795023	140.4172218
PRIM1	1213.033136	1229.715072	1167.601844	1181.519147	1317.523685	1242.87015	1289.26593	1285.151906
PRIM2	1140.813565	1101.396977	1147.628612	1087.81861	1274.677386	1095.864003	1124.081979	1100.603557
PRIMA1	67.74579156	67.36699958	118.174955	82.99190382	74.98102272	100.6769369	107.0059555	104.3099362
PRINS	0.639111241	0	1.664435986	0.892386063	1.530224953	0.890946344	0	0
PRKAA1	3302.926894	3377.973836	2910.266321	2812.800869	3032.905858	2768.170292	2872.538515	2776.24907
PRKAA2	1918.611946	1961.12821	2526.613826	2440.675881	3052.798782	2204.201256	2306.341954	2178.472898
PRKAB1	1399.014507	1192.288961	932.084152	995.0104597	835.5028246	1036.170598	1057.592842	990.9443936
PRKAB2	1701.314124	1738.71018	2076.383892	2015.007729	2194.342583	1786.34742	1959.351768	1806.701587
PRKACA	2904.760591	2753.492443	2418.425487	2525.452557	2041.320088	3208.297786	3032.528001	3177.441133
PRKACB	1036.638433	1008.366359	961.2117817	935.2205936	1046.673868	1400.567653	1510.55009	1356.02917
PRKACG	99.70135361	110.1396977	80.72514531	84.77667594	59.67877319	121.1687028	145.4449881	136.4053011
PRKAG1	1450.782517	1327.02296	1376.48856	1235.954697	1250.193787	1294.545038	1247.710219	1291.83844
PRKAG2	938.8544132	915.3357404	743.1706676	804.0398424	850.8050741	886.4916126	872.6699285	811.7452725
PRKAG3	0.639111241	0	0	0	0	0	0	0
PRKAR1A	5429.249993	5376.528157	6878.281711	6819.61429	6788.077894	7908.039752	7603.656198	7542.410769
PRKAR1B	433.3174215	436.2815211	196.4034463	211.4954968	200.4594689	417.8538355	372.9625051	381.1324591
PRKAR2A	1581.161211	1575.104609	1179.252896	1154.747565	1285.388961	1663.396825	1685.084076	1631.514386
PRKAR2B	591.177898	604.1643614	965.3728717	976.2703524	1078.808592	1174.267282	1230.049042	1200.901573
PRKCA	1605.447438	1607.184133	2211.203207	2042.671697	2114.770886	2470.594213	2502.692688	2429.88659
PRKCB	719.6392575	759.2153921	927.923062	929.8662772	1048.204093	883.8187735	920.458996	918.7298224
PRKCD	682.5708055	724.9972336	831.3857749	837.9505127	781.9449512	755.5224999	738.6527609	758.2529975
PRKCDBP	0	0	0	0	0	0	1.038892772	0
PRKCE	240.3058267	250.2202842	332.0549791	349.8153365	344.3006145	321.6316303	352.1846497	311.5925016
PRKCG	63.91112411	56.67382505	96.53728717	116.0101881	94.87394712	99.78599056	102.8503844	113.6710843
PRKCH	391.1360796	420.2417593	721.5329998	730.8641852	745.2195523	469.5287234	487.2407101	476.0812471
PRKCI	1889.85194	1814.631719	1800.087519	1691.963975	2058.152562	1903.061391	1974.93516	1785.304677
PRKCQ	212.1849321	211.7248558	297.1018234	262.3615024	243.3057676	309.1583815	283.6177268	294.2075123
PRKCSH	4968.450788	4952.009128	3976.33757	4133.532242	3525.638293	3981.639213	3752.480692	3900.924151
PRKCZ	938.215302	842.6221535	866.3389306	1001.257162	826.3214749	882.9278272	864.3587863	944.138653
PRKD1	515.7627716	491.8860287	502.6596677	484.565632	466.7186108	449.9279039	464.3850691	464.0454853
PRKD2	1342.133606	1226.507119	1315.736647	1412.647137	1265.496037	1194.759048	1226.932364	1170.143515
