entrezgene_id,mgi_symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,neg_log10_p
108912,Cdca2,14,2.1704587287499884,2.099936416292917,8.19396678570054,1.0481748509309804e-5,8.769874048102386e-5,3.695557085709855,4.979566264622862
66857,Plbd1,6,3.1963117228616675,0.720287164549787,8.056139663060833,1.2144031857103872e-5,9.824112578862157e-5,3.694032587755748,4.915637102174363
54637,Praf2,X,1.7818390830436068,2.963357875840669,8.28332739366493,9.537277780589169e-6,8.138285527834072e-5,3.689406983243744,5.020575568018789
70472,Atad2,15,1.5200408402544958,4.829499404507413,8.429441868938435,8.186538863163884e-6,7.21267227385946e-5,3.6874065821303006,5.086899672151502
268301,Sowahc,10,-2.6041109753313645,5.013640098233895,-8.351462831810942,8.87941897976424e-6,7.688078841586825e-5,3.6855002221467092,5.051615451128804
320916,Wscd2,5,5.297437974412345,-0.9769137787568736,7.944043717136111,1.370799052705491e-5,1.081852911025782e-4,3.6691145167236208,4.86302620436248
239759,Liph,16,-5.216078364976643,3.7033703200648893,-8.035077410269386,1.2422404426522462e-5,9.997918108050607e-5,3.6676456145023186,4.9057943358739236
66172,Med11,11,-1.0585692114806842,3.5861749885280694,-8.255301484021263,9.82311515433862e-6,8.302173398640009e-5,3.6598007792075355,5.007750764779382
56710,Brinp1,4,2.605123827488483,0.3416622768627528,7.995025340909893,1.2971102535234711e-5,1.0328030770747593e-4,3.6596322405485093,4.887023107599956
93672,Il24,1,3.710051951701856,2.5940872438000673,8.192703337270776,1.0495811369113515e-5,8.776456200914579e-5,3.65567531119067,4.9789839830455165
546336,Prrg1,X,2.114737055959788,1.3309204749651447,8.074536651508124,1.1906432700134152e-5,9.70394817016112e-5,3.6552694821644423,4.924218338492993
18654,Pgf,12,2.873076521202064,3.088189207594594,8.257668383673453,9.798618127118214e-6,8.286413478843552e-5,3.653991260620666,5.008835167377231
623781,Gm14137,2,-3.6418578346934214,1.6023030018635762,-7.946767971556568,1.366748347161499e-5,1.0808752624286893e-4,3.6528894212819116,4.86431144263785
22352,Vim,2,3.7262758252259505,5.931319926739069,8.356986409317338,8.828294702080836e-6,7.65316979528611e-5,3.650529653227352,5.054123177849386
100039795,Ildr2,1,2.4616001322051364,1.919122546788566,8.130693520798994,1.1211901343097552e-5,9.244271392606336e-5,3.6464583810363873,4.9503207323831075
544963,Iqgap2,13,-2.0868751837348563,6.285038082536561,-8.420577724944348,8.262251098852072e-6,7.269241417095628e-5,3.646263403398466,5.082901610474325
231002,Plekhn1,4,-2.052032589256975,4.694368584341182,-8.312915357291784,9.24530249371089e-6,7.932144750055406e-5,3.644241732101552,5.034078874748152
14201,Fhl3,4,1.537079542287486,4.423546272004218,8.368855825570858,8.71951652059371e-6,7.582071916157761e-5,3.6414791658426964,5.059507595143056
17341,Bhlha15,5,-3.0591828327972053,1.3897615364734184,-7.933590212455614,1.3864640068453234e-5,1.0916766346283493e-4,3.633982746522138,4.858091400396514
66878,Riok3,18,-1.2362824417385703,7.4169524344635755,-8.403433963492875,8.41085551369593e-6,7.367951042146127e-5,3.630541762796553,5.075159827509963
108911,Rcc2,4,1.3872157587469571,7.644518264933891,8.353948188613705,8.85637561861723e-6,7.67281716438612e-5,3.6285151675821288,5.052743972342366
71911,Bdh1,16,-2.8413108334637993,4.287302438252436,-8.206501969076871,1.0343330835035208e-5,8.669424927708505e-5,3.6273560009940367,4.985339584033714
18968,Pola1,X,1.7838263747306358,4.871978222105769,8.36942508549896,8.714336297302543e-6,7.582071916157761e-5,3.6249564701715755,5.05976568410137
192950,Nacad,11,2.4012315758045526,1.4709252284446592,8.063318493035144,1.2050708321852518e-5,9.793361065923173e-5,3.6242126016633645,4.91898742518612
320100,Relt,7,2.3055641068667887,2.995273911677561,8.223697722745165,1.015667590251153e-5,8.533174030787415e-5,3.621485620411888,4.993248405576611
100038558,NA,NA,2.4254697019015135,-0.5317940665187058,7.910866880535989,1.4211914360835036e-5,1.1134500382811298e-4,3.619739395342542,4.847347418177421
665928,NA,NA,1.4658538679034148,5.097609251663916,8.371585653185136,8.694705763534352e-6,7.574446933607878e-5,3.6133941021655858,5.060745110318608
78317,Ccdc88b,19,-3.1002302489647504,1.0850746343130888,-7.8995046956243336,1.4389096993376463e-5,1.1260859608352353e-4,3.6128256626364816,4.841966459927124
14466,Gba,3,-0.93639526797179,5.0228301190458,-8.357212521149535,8.82620873058533e-6,7.65316979528611e-5,3.6096079959200207,5.054225806158087
77411,Esrp2,8,-1.6122497864662255,5.781184113664492,-8.379818045020329,8.620347790182603e-6,7.515776123075668e-5,3.6078013364871326,5.06447521209754
330914,Arhgap32,9,0.8368498378662277,6.492757672062846,8.38030436419587,8.615976889752798e-6,7.515776123075668e-5,3.6068966135462297,5.064695474597063
242570,Raver2,4,2.6243346832478944,2.555871619554461,8.160898468337777,1.0856668387987978e-5,9.009063135081999e-5,3.6046549226046167,4.964303427297533
110213,Tmbim6,15,-1.0221156591651603,9.397036886522509,-8.298351355771917,9.387785788837842e-6,8.039781481190329e-5,3.6041926539268196,5.027436828722686
100043823,NA,NA,-1.584318536236762,2.5703665372459885,-8.05933037358162,1.2102456470960323e-5,9.812896159768344e-5,3.6021219762593137,4.9171264707160525
231147,Sh3tc1,5,3.2390700938604917,-0.5981088871275473,7.893992898593963,1.4475912260074944e-5,1.1316296752978011e-4,3.6019788478535872,4.839354057857343
14747,Cmklr1,5,3.284815683412288,2.568446661876759,8.134004494323742,1.1172351478974185e-5,9.222398525621754e-5,3.586078213159241,4.951855409976235
22129,Ttc3,16,1.1986310176170574,7.146295474485839,8.332304014778883,9.059259575570674e-6,7.810371995615254e-5,3.5810817322419064,5.042907296294976
19659,Rbp1,9,3.666371841834978,6.131119156978859,8.289675574935389,9.473798059254214e-6,8.098753742265296e-5,3.5765243453072397,5.0234758768052625
207920,Esrp1,4,-0.8687255676971996,7.401371130131986,-8.348195223640959,8.909814488881592e-6,7.70497693742416e-5,3.57202371508917,5.050131338308107
23876,Fbln5,12,2.0910495144049444,2.615778733637628,8.135981898203509,1.1148803639997486e-5,9.208326738225328e-5,3.5663564173119857,4.952771733550682
11568,Aebp1,11,4.604287884244489,5.547048125295768,8.2504370710409,9.873670588072833e-6,8.33495493921643e-5,3.5637682821141325,5.005521366094478
15216,Hfe,13,-1.557004466465217,2.569254931276975,-8.022344414453242,1.2594053451183448e-5,1.0095912118619894e-4,3.560256686778696,4.899834467814585
66985,Rassf7,7,-1.5942377310157674,3.4242391181188947,-8.11824482742415,1.1361970846751092e-5,9.357111456059838e-5,3.5601799599755637,4.944546329397026
12306,Anxa2,9,-1.4853399827792602,9.360096712387216,-8.266498587058338,9.707812062342382e-6,8.253971060208874e-5,3.559750076989862,5.012878639950085
396184,Flrt1,19,3.973803503485478,-1.4542587252749881,7.838578639432319,1.5381080826329422e-5,1.1925178429390054e-4,3.5595263324276463,4.813013145651743
243197,Mfsd7a,5,-1.7313350697193892,2.5471514627660006,-8.009241506005129,1.2773386229295285e-5,1.0210779680472218e-4,3.5573375495136625,4.893693955849416
16525,Kcnk1,8,-1.111664166478875,6.981898459700859,-8.347099493550402,8.920032391333184e-6,7.709106700624438e-5,3.557028016646546,5.049633568566509
269224,Pask,1,1.4744602647703946,2.905245904017046,8.157816953404474,1.0892342117494904e-5,9.028088127227344e-5,3.5569613668206,4.962878726365602
373864,Col27a1,4,2.836599955413453,1.4185218935507302,7.99331759137241,1.2995076726571345e-5,1.0335500383598153e-4,3.55146679358527,4.886221151959184
100040049,Smim38,7,-6.938529026835572,-1.0812064581866547,-7.9968195724266975,1.2945966080514833e-5,1.0324153952237436e-4,3.5475580187896254,4.8878655352035
231214,Cc2d2a,5,1.164656902785805,4.0461105578290475,8.257758467931843,9.797687084210432e-6,8.286413478843552e-5,3.544922602236671,5.008876435033884
26412,Map4k2,19,0.9324746740809599,4.570494028170212,8.290608780727158,9.46450514904331e-6,8.095695376582034e-5,3.539183535627222,5.02390208816168
72787,Ndc1,4,1.4676512124895194,4.071895595594287,8.251488204272036,9.862722310267498e-6,8.330677491051826e-5,3.536072384789297,5.006003194476128
80877,Lrba,3,-1.2040638362198537,7.0832422975589715,-8.324156202831537,9.136940264237183e-6,7.86298656396839e-5,3.5330792794131334,5.039199214422473
14651,Hagh,17,-1.7008495751138795,5.198079731557737,-8.275438595968218,9.61680916252888e-6,8.196275679134873e-5,3.5318872040722127,5.016969002076284
11785,Apbb1,7,2.1418814019612915,3.1387570882660083,8.159099057124275,1.0877484134377676e-5,9.021051684043313e-5,3.5303177409748594,4.963471541485694
16494,Kcna6,6,5.473556619123676,-2.476851801244886,7.805266700351503,1.5954705235671395e-5,1.2282521720830724e-4,3.5140931758653844,4.797111215018193
140559,Igsf8,1,-1.1972603824390027,6.405492102844425,-8.31534465044713,9.22176603677436e-6,7.921547356634858e-5,3.513838876565659,5.0351859003585115
380921,Dgkh,14,3.14635194311111,2.0290333749605964,8.016066892895752,1.2679626557628981e-5,1.0147283061514945e-4,3.5087709711031954,4.896893537175844
100503956,NA,NA,1.2386989499155356,3.5446726799870083,8.179903106988137,1.0639448305112733e-5,8.875605726850522e-5,3.508325579855497,4.973080891238071
381110,Rmdn2,17,2.66016786213685,2.0793038222874354,8.017510578156939,1.2659890865260688e-5,1.0137216173341868e-4,3.5002497670102724,4.897570038143257
225010,Lclat1,17,1.19838829459815,4.922074536310243,8.268925353876242,9.683016977830509e-6,8.242784584793819e-5,3.499502194712681,5.013989306670787
22596,Xrcc5,1,1.6226708036975417,4.898550200013206,8.260813125777927,9.766173368511835e-6,8.268849119245079e-5,3.498578967786261,5.0102755704144055
50766,Crim1,17,0.9646178548056537,6.851153706394371,8.264483690704866,9.728451445256195e-6,8.255877380698186e-5,3.489511829282878,5.011956284326015
68201,Ccdc34,2,1.287507564410211,3.478185534143251,8.154690865053153,1.0928662236424269e-5,9.047603774339553e-5,3.4869898894624125,4.961432996229282
216439,Agap2,10,2.662639937139393,-0.608362383556039,7.780037699447539,1.6404613724397594e-5,1.2574207435394583e-4,3.4786678668163358,4.785033991388124
100087,Kti12,4,1.1992749891230554,4.327909740485875,8.219349683946128,1.0203523773021673e-5,8.557306941672706e-5,3.47743478606359,4.991249819326776
17305,Mfng,15,3.2330320579467293,-1.3779941280422712,7.757021745383565,1.682710299856658e-5,1.282862830864885e-4,3.4718635110486034,4.773990646949539
271813,Agbl2,2,2.1862827339684103,-0.16111418414064704,7.789904580512412,1.6227036608805508e-5,1.2471837957880088e-4,3.4693199580827727,4.789760784052467
66752,4933404O12Rik,5,1.795522852422536,2.6264402405449934,8.040734577534256,1.2346960090191637e-5,9.948722849155915e-5,3.4574554822559183,4.908439955648464
14860,Gsta4,9,1.0455966164561217,3.9271442536475014,8.163647954234841,1.0824945766697544e-5,8.998553801952505e-5,3.450257568970124,4.965574270797506
