entrezgene_id,mgi_symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val
16665,Krt15,11,6.904911303333174,6.067321228214637,20.47742485428577,1.986206450631866e-8,4.592807282037357e-6
330222,Sdk1,5,5.603416041597141,2.3666213093863115,20.295254755881047,2.0479695171254886e-8,4.592807282037357e-6
232670,Tspan33,6,-6.860374526649688,3.526662188747231,-20.371381937081463,2.0657639419963504e-8,4.592807282037357e-6
22041,Trf,9,-6.601988379446627,11.569166936258808,-20.33886776920779,2.0751123618100308e-8,4.592807282037357e-6
170722,Nxf7,X,-5.316303205050047,2.949010029554836,-20.048884912591706,2.2351722510362373e-8,4.87095614398897e-6
268860,Abat,16,5.837014708913598,2.3202391123945225,19.95054846615026,2.3577376610273333e-8,4.94109467628608e-6
11931,Atp1b1,1,-4.50691082904275,5.897706477389839,-19.848576454140417,2.368475788857464e-8,4.94109467628608e-6
239759,Liph,16,-5.906369290390834,3.7033703200648893,-19.94040173976468,2.3720045039707268e-8,4.94109467628608e-6
21814,Tgfbr3,5,3.7597937617174972,6.14317497854353,19.6662563538024,2.5083979322587394e-8,5.149486479774644e-6
209195,Clic6,16,-7.129077767733974,5.913236635478552,-19.71642610223708,2.6900745293390394e-8,5.403583001272009e-6
228911,Tshz2,2,5.148920008640768,3.7783759401973724,19.551040277829493,2.7084673003198918e-8,5.403583001272009e-6
18830,Pltp,2,5.33324425622692,3.731338969946623,19.46799403180371,2.8142389833549122e-8,5.457203510516149e-6
432995,Smim22,16,-5.753658655780129,2.106010801292299,-19.447966495097006,2.871267116880812e-8,5.457203510516149e-6
118449,Synpo2,3,6.576763749664729,2.3592507299049066,19.499023835252462,2.8838883461805725e-8,5.457203510516149e-6
11676,Aldoc,11,-5.098393906490631,6.538456563839859,-19.386534843128874,2.8894476758821824e-8,5.457203510516149e-6
26943,Serinc3,2,-3.4273735042058675,10.191084734446516,-19.262764556788408,2.9351249860013746e-8,5.470532292988088e-6
109624,Cald1,6,4.578427416835193,6.697663770447453,19.189581199953103,3.088751697268251e-8,5.675080363254413e-6
19329,Rab17,1,-5.02443347060256,3.629533841770771,-19.170061719182925,3.1481988941082866e-8,5.675080363254413e-6
170756,Slc8b1,5,-4.697019573677489,4.605077386220862,-19.13663814508792,3.165064233654068e-8,5.675080363254413e-6
13867,Erbb3,10,-3.9056203290212275,6.4102610822186135,-18.905299304672326,3.422377459907313e-8,6.042440089518871e-6
76905,Lrg1,17,-6.099267493956032,5.719940607478935,-18.9815482347596,3.5067782298066345e-8,6.042440089518871e-6
76088,Dock8,19,-5.303138620411966,5.536586379402396,-18.916480288988335,3.5195683494477083e-8,6.042440089518871e-6
16669,Krt19,11,-4.608474122671337,9.87185795198583,-18.858657425954764,3.540575555454051e-8,6.042440089518871e-6
11600,Angpt1,15,-6.807168728037538,4.3236651107845026,-18.92644377215844,3.666185889629077e-8,6.1823241817376035e-6
17183,Matn4,2,4.843024566915107,2.49162043123181,18.756287991985122,3.715494048913958e-8,6.1917615532783786e-6
245827,Fat2,11,5.265139218744522,4.312704020261432,18.684655829759386,3.871079854577214e-8,6.338562128642235e-6
12737,Cldn1,16,-6.328189835916495,6.232215104700575,-18.745892479378956,3.8930808696920185e-8,6.338562128642235e-6
54366,Ctnnal1,4,3.835591761425325,4.681114101314707,18.549696161665054,3.964010947351787e-8,6.380706257867961e-6
66060,Cystm1,18,-4.72327708464787,3.7316336461147257,-18.55655340581732,4.027154315088287e-8,6.409510210474784e-6
353499,Tmc4,7,-3.4996582539064685,7.132894783760669,-18.36361546572757,4.266014373105452e-8,6.714232621670969e-6
68810,Nexn,3,6.10336336074377,1.6344202162864891,18.43582488100215,4.4039578725462875e-8,6.855171787320678e-6
74002,Psd2,18,5.829464326623415,0.9782596011623044,18.376302929062525,4.479548714054158e-8,6.897044297236645e-6
22004,Tpm2,4,7.124648364338505,5.5134093861342555,18.411814958700592,4.5915140818878336e-8,6.993419029025931e-6
56312,Nupr1,7,-5.031718281295532,5.458807364863471,-18.055434898353234,5.0246268704631626e-8,7.462571111268414e-6
11468,Actg2,6,7.551254462976282,2.2169485490702106,18.219317448678535,5.050351789225156e-8,7.462571111268414e-6
23964,Tenm2,11,8.247638260108523,3.214265462734693,18.253899364271287,5.083720351039879e-8,7.462571111268414e-6
20510,Slc1a1,19,-6.392937392993093,4.149935532481019,-18.108004358862793,5.110267545309115e-8,7.462571111268414e-6
192176,Flna,X,3.3494236385684317,9.79331466589868,17.872271968129173,5.259409878180016e-8,7.57696515630442e-6
20277,Scnn1b,7,-6.192146670103068,5.108520983901818,-18.00981365169285,5.2988129087944985e-8,7.57696515630442e-6
22354,Vipr1,9,-4.095934629064416,5.639156695379736,-17.85466658568578,5.3636020131670204e-8,7.57696515630442e-6
26366,Ceacam10,7,-7.433375425813836,1.88351419077924,-18.000363902232,5.529319317893485e-8,7.57696515630442e-6
63913,Niban1,1,5.489837282463565,4.516916395476902,17.85002822025074,5.5628356157803516e-8,7.57696515630442e-6
15375,Foxa1,12,-3.952371697237104,5.6250643271430505,-17.756794571020674,5.5828782408386433e-8,7.57696515630442e-6
77220,Tmem200a,10,7.423768988819325,0.6326830235321966,17.920080896693428,5.7236457181488006e-8,7.57696515630442e-6
13711,Elf5,2,-6.385772182470349,5.779340481079838,-17.820544122688382,5.7876783740106006e-8,7.57696515630442e-6
12703,Socs1,16,3.4754276540031075,3.5439753459565253,17.638524023611982,5.836356508914643e-8,7.57696515630442e-6
20528,Slc2a4,11,5.125104811529224,2.2896685516090196,17.711736025749723,5.8505812821090314e-8,7.57696515630442e-6
319530,Zfp750,11,-5.3585023172266295,3.8022134952210376,-17.689640417147523,5.9457719319972534e-8,7.57696515630442e-6
53972,Ngef,1,-3.9537653727881024,3.5376475662723723,-17.6007792377398,5.979968224966273e-8,7.57696515630442e-6
11830,Aqp5,15,-5.491194073386659,5.099599493543088,-17.64266627416009,6.092990882864231e-8,7.57696515630442e-6
67182,Pdzk1ip1,4,-6.00021833902583,2.0045798851744157,-17.671530528074967,6.106668981912376e-8,7.57696515630442e-6
16668,Krt18,15,-5.107979708342272,9.958477075680713,-17.610611268234443,6.114451337534686e-8,7.57696515630442e-6
14739,S1pr2,9,-3.2112985992978595,5.6741959910571325,-17.515179099945204,6.144184175214153e-8,7.57696515630442e-6
230678,Tmem125,4,-3.8144307263842716,3.6368402259638812,-17.51156627065783,6.205826232029158e-8,7.57696515630442e-6
18143,Npas2,1,-5.057426745537011,2.4232858680066207,-17.570574770670596,6.215328380951036e-8,7.57696515630442e-6
12739,Cldn3,5,-5.133832563119651,6.621354267428932,-17.565345099063745,6.24251844088835e-8,7.57696515630442e-6
12798,Cnn2,10,3.4308413990672397,6.180362704723751,17.479603703707344,6.258418095923877e-8,7.57696515630442e-6
72333,Palld,8,3.8668285903719015,5.602197991520013,17.463288687350317,6.3462799522944e-8,7.61822504442798e-6
58175,Rgs20,1,-5.4879041821236925,1.6102988938924017,-17.5184317827707,6.4369294609028e-8,7.662109732242702e-6
207596,Thsd4,9,-4.49844584603869,6.308969243875336,-17.411393682687752,6.579121374061341e-8,7.754733524548584e-6
72097,Cracdl,1,-5.6707218568880755,3.6282748652025565,-17.409073806720397,6.794193814808186e-8,7.754733524548584e-6
15446,Hpgd,8,-5.715679869939552,1.54679205797881,-17.40560327776857,6.813713483313046e-8,7.754733524548584e-6
110935,Atp6v1b1,6,-6.811703463139781,6.93387680982931,-17.468117765398244,6.851595674171132e-8,7.754733524548584e-6
20531,Slc34a2,5,-5.608866464617099,2.7592712339377563,-17.376110652005995,6.882709145155016e-8,7.754733524548584e-6
21859,Timp3,10,3.6346752104702515,6.743874490622502,17.251043436491884,6.952881400518524e-8,7.754733524548584e-6
12424,Cck,9,-7.658510042490037,2.308863810385775,-17.493438883278483,6.955897837074879e-8,7.754733524548584e-6
18131,Notch3,17,-3.6430100413732234,6.834387881630232,-17.23920313599877,6.990979053195191e-8,7.754733524548584e-6
26427,Creb3l1,2,-3.717349354174545,4.129093390640192,-17.236567692003288,7.00745422620698e-8,7.754733524548584e-6
12095,Bglap3,3,-7.00851302352563,3.083878999697107,-17.38886254714644,7.142177896967071e-8,7.842554256630896e-6
12709,Ckb,12,4.7130481814230665,2.656460990141744,17.19045281819777,7.303298131007106e-8,7.919074549121438e-6
235633,Als2cl,9,-3.5747754034339048,5.31664409144549,-17.134144035106935,7.323676427355513e-8,7.919074549121438e-6
12740,Cldn4,5,-5.29452145402425,9.571369372548084,-17.17555277054003,7.466033865924998e-8,8.011846190214212e-6
74424,Tmc5,7,-7.218692343030985,2.938044044839959,-17.279680946316006,7.550369272861844e-8,8.041427124066769e-6
19414,Rasa3,8,4.516514616158532,3.3304105242167767,17.071760758409518,7.671285455951266e-8,8.109235707727589e-6
67729,Mansc1,6,-3.967869933700094,4.629120870521042,-16.907580681844,8.174807069095336e-8,8.577492009906328e-6
17540,Irag1,7,7.545784485530973,1.48097337875734,16.949076588503477,8.864387709195715e-8,9.03907288878232e-6
208943,Myo5c,9,-5.551903092227809,3.92611335158461,-16.797639132381367,8.940382873681249e-8,9.03907288878232e-6
20310,Cxcl2,5,-4.9245267571327975,6.955555301394602,-16.74409837351103,9.007791700803502e-8,9.03907288878232e-6
20356,Sema5a,15,3.6481958137553225,4.690440474629847,16.682832023605542,9.020695324921309e-8,9.03907288878232e-6
70178,Abhd17c,7,-3.840838271796798,5.348255204226076,-16.68859130825328,9.02500517632341e-8,9.03907288878232e-6
12725,Clcn3,8,-3.55000439134035,6.023946335268183,-16.677678851374,9.029136781200119e-8,9.03907288878232e-6
235627,Nbeal2,9,-3.676581776039273,4.36332918644909,-16.674103961336638,9.06140734350222e-8,9.03907288878232e-6
94214,Spock2,10,5.2906615941731046,2.9970787536014263,16.729992253116624,9.156846967328548e-8,9.070401209245376e-6
93706,Pcdhgc3,18,3.43184023634253,5.276063663873519,16.595636531965177,9.366121452280287e-8,9.174633533621797e-6
16950,Loxl3,6,4.46723655127433,2.728445385217715,16.61376814470044,9.464549969806604e-8,9.174633533621797e-6
21414,Tcf7,11,4.53981808326668,4.203564089421486,16.609713078789937,9.498454907831119e-8,9.174633533621797e-6
56219,Extl1,4,-5.507538840958419,4.351497756444939,-16.659319586146605,9.52115163743314e-8,9.174633533621797e-6
12797,Cnn1,9,7.569721140556759,4.3225637005104085,16.73851428505634,9.776171144021232e-8,9.251854101931799e-6
17002,Ltf,9,-5.809905601158403,8.545860840512336,-16.614347470567438,9.809544395117377e-8,9.251854101931799e-6
16005,Igfals,17,-4.828983396809649,2.7292329620274707,-16.54906680034753,9.841310652963619e-8,9.251854101931799e-6
72058,Igsf5,16,-5.992462914002573,1.5562187187113286,-16.61452871002572,9.862548319037779e-8,9.251854101931799e-6
19280,Ptprs,17,3.6297952935404476,6.885131648999629,16.470841040718128,9.958879078172023e-8,9.280758035678072e-6
212998,BC016579,16,-5.136677248436364,2.18892354935975,-16.49962807470525,1.0154355208682863e-7,9.384783317670976e-6
22351,Vill,9,-4.75120452094051,5.122878879577743,-16.43891375565078,1.034446075764732e-7,9.384783317670976e-6
233651,Dchs1,7,5.314571218481854,2.5397807825506615,16.462558828416157,1.0383968545739642e-7,9.384783317670976e-6
171531,Mlph,1,-4.871551269741394,6.049043570625389,-16.431052588970278,1.0414595730638063e-7,9.384783317670976e-6
14233,Foxi1,11,-7.031028102062994,3.5340874956321273,-16.557135316885226,1.0462042440487048e-7,9.384783317670976e-6
215114,Hip1,5,3.542398207894582,3.9184679088793835,16.362554484209813,1.0468025161962684e-7,9.384783317670976e-6
270190,Ephb1,9,7.148443885466257,0.4791016289159607,16.529441218893375,1.0637950056471557e-7,9.442250986566173e-6
17919,Myo5b,18,-3.7446153744381023,4.690924647150445,-16.32415183539113,1.069370940403903e-7,9.442250986566173e-6
246228,Vwa1,4,5.343460424003705,4.230089863188118,16.388381136927194,1.0762989759397035e-7,9.442250986566173e-6
330409,Cecr2,6,-4.830447885872439,3.161078451585392,-16.352287707671035,1.0798762159009673e-7,9.442250986566173e-6
70370,Fbln7,2,4.155798873522027,2.6325591467410305,16.30593440220378,1.0868780818981243e-7,9.445170570605478e-6
218121,Mboat1,13,-4.721190523067769,5.384867637606722,-16.257261736365475,1.1267073096633095e-7,9.71179138649334e-6
624245,Speer4e,5,9.299563406661129,-2.6795768691671653,16.52924834000704,1.1355280495894301e-7,9.71179138649334e-6
50528,Tmprss2,16,-4.6844185294517295,7.067871050679986,-16.224376861964256,1.1434983305854957e-7,9.71179138649334e-6
77577,Spns3,11,-6.7245769042117685,2.968379656222071,-16.3456126816643,1.1449835238576689e-7,9.71179138649334e-6
18213,Ntrk3,7,5.956934204319078,1.8554144144139346,16.274629837598933,1.1566196316449268e-7,9.752093501339516e-6
20341,Selenbp1,3,-3.5184479492077636,3.4774620171340795,-16.10948491953599,1.1808184089700988e-7,9.897214652699083e-6
230738,Zc3h12a,4,-4.0062440809311575,7.551053281101949,-16.113667095342006,1.1880342060958421e-7,9.899120311380944e-6
71145,Scara5,14,-4.919027455423558,6.0547039198731145,-16.13262310183122,1.201999363861261e-7,9.956912859119742e-6
16777,Lamb1,12,3.4710881308697905,7.468308736549281,16.02822418374671,1.227186431123682e-7,1.010645104469009e-5
212980,Slc45a3,1,-3.6881844650623936,5.6595595432477825,-15.990865194091311,1.2535774685571338e-7,1.026411840584497e-5
27205,Podxl,6,-3.8532724622792447,7.520421855426886,-15.966032469463048,1.272266745040787e-7,1.0357274967530315e-5
73608,Marveld3,8,-3.8108717584586227,4.280013914801876,-15.921653209541436,1.2990305597173706e-7,1.0511611070598927e-5
22409,Wnt10a,1,8.906372539733042,1.205002891879832,16.210122153655416,1.3060667479176922e-7,1.0511611070598927e-5
16590,Kit,5,-5.91480901327955,6.694572447477522,-15.991626273014983,1.3234469784679914e-7,1.0546690888517924e-5
11475,Acta2,19,6.977176616380847,7.521587229046164,16.056637760337175,1.3253166100643774e-7,1.0546690888517924e-5
17829,Muc1,3,-5.703082277059954,5.103908840166075,-15.962020401451303,1.334138542463932e-7,1.0557582376537205e-5
77015,Mpped2,2,-6.032326374232623,1.2612646450940639,-15.947011379383701,1.3572259445804044e-7,1.0680614169434127e-5
320878,Mical2,7,4.020924092323183,6.014942986236681,15.817826383878712,1.3717512737701192e-7,1.0735279996107037e-5
14348,Fut9,4,-4.587565546821316,3.7094616022693248,-15.823552893156712,1.3847950524851646e-7,1.0744557183217919e-5
226519,Lamc1,1,3.0983841807433246,8.472806135056375,15.766299287743697,1.3881072817005854e-7,1.0744557183217919e-5
71911,Bdh1,16,-3.3919072635072327,4.287302438252436,-15.759928633253345,1.3970453200187482e-7,1.075497117286172e-5
18772,Pkp1,1,3.834794574572874,6.509100709738943,15.760674021232067,1.4059248596689492e-7,1.0764824668762522e-5
12289,Cacna1d,14,4.3765275616924,2.4390351322088524,15.760254663431727,1.4214864667416345e-7,1.0825460108277017e-5
11443,Chrnb1,11,-3.7684291488924653,5.2693464401085155,-15.72471214221357,1.4293767820269824e-7,1.0827338030701715e-5
226866,Sbspon,1,6.998197013660572,1.469591868480056,15.865736541842631,1.4550123406736403e-7,1.091593447232764e-5
16181,Il1rn,2,-4.5069409725703515,2.747107610606007,-15.716842816847596,1.4564854325943692e-7,1.091593447232764e-5
77579,Myh10,11,3.032017863283974,6.0224672465618045,15.575035545639206,1.52459818124213e-7,1.1271481417610899e-5
72685,Dnajc6,4,-5.2510281439818325,2.588527401893671,-15.655859604537882,1.5300103852272858e-7,1.1271481417610899e-5
18208,Ntn1,11,-4.661174727129153,6.666461420080978,-15.622162088769558,1.5318352283734577e-7,1.1271481417610899e-5
18719,Pip5k1b,19,-4.9844757650481,2.3063019530727087,-15.633645177235055,1.5357542630419368e-7,1.1271481417610899e-5
272636,Esyt3,9,-4.624515790849662,4.850747727054434,-15.580642769831185,1.5623062991204055e-7,1.1384183948347612e-5
20354,Sema4d,13,-2.888016596347407,5.314765227318804,-15.517262641750477,1.56718381216222e-7,1.1384183948347612e-5
19731,Rgl1,1,4.051113725650903,2.938086038102139,15.523369742153186,1.5873276989996926e-7,1.1471682069556451e-5
71856,Wfdc3,2,-6.750864521163381,2.3240449848023577,-15.656469462179151,1.6001560427002912e-7,1.1473866354500155e-5
20259,Scin,12,-4.913198887679295,4.227778726356624,-15.542483577754064,1.603830242280996e-7,1.1473866354500155e-5
21898,Tlr4,4,-4.765490309160012,3.872708761547554,-15.47083509774487,1.6559009085511687e-7,1.1746887641727105e-5
15530,Hspg2,4,3.237428045946401,7.3407195963400005,15.40760525131103,1.6608701876143813e-7,1.1746887641727105e-5
238257,Tmem30b,12,-3.1005393555012026,5.867306228286437,-15.393820401665103,1.6700117919207728e-7,1.1746887641727105e-5
68339,Ccdc88c,12,-3.107331553786028,4.6864003923476565,-15.38781519509565,1.6751650572741795e-7,1.1746887641727105e-5
16858,Lgals7,7,5.7690594175358605,4.8463726237802005,15.447762419362022,1.7224793613898e-7,1.2019172489697792e-5
19116,Prlr,15,-4.937141393678495,8.612256562293846,-15.354037431560464,1.763585979936422e-7,1.2245684022450695e-5
70031,Cmtm8,9,-3.680356883243783,3.504167725482704,-15.271104288417137,1.789789319342255e-7,1.2367007662674654e-5
18585,Pde9a,17,-5.8677848445424114,3.620284146309412,-15.32835304083698,1.8344202312360573e-7,1.2613865327892599e-5
13717,Eln,5,4.826303021623421,5.756998342013568,15.247948479239126,1.8553267060664462e-7,1.2616372995859413e-5
12124,Bik,15,-5.248825158748541,2.94050586950614,-15.270282339054168,1.8553432823427118e-7,1.2616372995859413e-5
320183,Msrb3,10,4.022902346535097,5.729502534860471,15.205513588172629,1.861505087281763e-7,1.2616372995859413e-5
114304,Slc28a3,13,-7.555333047893412,7.3028558614293795,-15.387593887206524,1.8764754849276596e-7,1.2657273925714427e-5
71729,Rgs12,5,3.575665257472275,4.860137599509971,15.164624220062041,1.8861271060750532e-7,1.2662080785570203e-5
56209,Gde1,7,-3.2705710565020834,7.25637821464811,-15.145867661950113,1.8965834031870322e-7,1.2672218823652976e-5
14726,Pdpn,4,5.46205521613877,3.148275013969361,15.22356751941667,1.911314720434786e-7,1.2710691556318658e-5
207819,Bnip5,17,-7.010988633901606,1.0825338581341402,-15.25454763682513,1.972861877087669e-7,1.3058686209788239e-5
22240,Dpysl3,18,5.506502029865055,3.4406933964529838,15.118366818379007,2.0190969466245188e-7,1.3302561976249445e-5
65973,Asph,4,3.2150094234809288,6.517463257695899,14.98253639939269,2.0608187591488159e-7,1.3460973239360574e-5
329093,Cpa6,1,7.561291462329139,-2.1803366767561396,15.201373623387115,2.0621469770146447e-7,1.3460973239360574e-5
107589,Mylk,16,6.955843745531281,5.20398574538759,15.126830639814806,2.1016897995162787e-7,1.3643028210920494e-5
15552,Htr1d,4,5.561451837948606,2.1551333396795114,15.036166082544163,2.1092998081126635e-7,1.3643028210920494e-5
224116,Muc20,16,-6.694289461874622,3.742578675350988,-15.062487413165153,2.1542887702639476e-7,1.3849158102137184e-5
72244,1600014C10Rik,7,5.435909287604525,6.805989787171822,14.982276503328347,2.1607228666235915e-7,1.3849158102137184e-5
24058,Sigirr,7,-3.3772121880219546,3.441160280458837,-14.875497028030908,2.1821911307496603e-7,1.3923755570751773e-5
210274,Shank2,7,-5.311346802576307,4.598030465425618,-14.936329341077425,2.2047316984213993e-7,1.4004495295129651e-5
330812,Rnf150,8,5.176320988647736,2.798822583918675,14.905138781362787,2.2321622860962535e-7,1.4050790922691909e-5
19663,Rbpms,8,3.0590269870084317,6.4031479488642145,14.809581494944782,2.2503005517296567e-7,1.4050790922691909e-5
16531,Kcnma1,14,5.804350513751965,0.9449555086911439,14.921799883409385,2.2535198064117554e-7,1.4050790922691909e-5
19250,Ptpn14,1,3.7047911065315766,6.997100983322319,14.816593556846708,2.2606984794480304e-7,1.4050790922691909e-5
100861595,NA,NA,4.508146115704835,2.39068353532223,14.84677756982083,2.2616168940160645e-7,1.4050790922691909e-5
319742,Mpzl3,9,-2.8320224242530028,4.905924832306936,-14.763986816498088,2.3001784528566936e-7,1.4227959731316623e-5
27280,Phlda3,1,3.5109749982962835,4.761930430538696,14.751664895154748,2.331660936969477e-7,1.435999007485767e-5
21385,Tbx2,11,4.276700398860891,2.0574918889363443,14.765415978486626,2.3472231523160968e-7,1.4393253659115804e-5
268935,Scube3,17,6.6803603622151355,2.0201091877973245,14.8855160103325,2.3591429154199685e-7,1.440399111936373e-5
